Name,Long,Lat,Category,Province
Botshabelo Hosp,26.71572,-29.2325,Public Hospital,Free State
Dr JS Moroka Hosp,26.83468,-29.2045,Public Hospital,Free State
Phekolong Hosp,28.32645,-28.2176,Public Hospital,Free State
Elizabeth Ross Hosp,28.81755,-28.589,Public Hospital,Free State
Thebe Hosp,29.13805,-28.2722,Public Hospital,Free State
Senorita Ntlabathi Hosp,27.44807,-29.2029,Public Hospital,Free State
Nketoana Hosp,28.41893,-27.8028,Public Hospital,Free State
Phumelela Hosp,29.15583,-27.4335,Public Hospital,Free State
Itemoheng Hosp,27.60552,-28.3274,Public Hospital,Free State
JD Newberry Hosp,27.57423,-28.91,Public Hospital,Free State
Phuthuloha Hosp,27.87202,-28.8813,Public Hospital,Free State
Albert Nzula Dist Hosp,25.789656,-30.0348,Public Hospital,Free State
Diamond (Diamant) Hosp,25.42315,-29.7603,Public Hospital,Free State
Embekweni Hosp,27.07542,-30.2921,Public Hospital,Free State
S Coetzee Hosp,26.52442,-30.2177,Public Hospital,Free State
SAMHS 3 Mil Hosp,26.193444,-29.0944,Public Hospital,Free State
Universitas (C) Hosp,26.18432,-29.118,Public Hospital,Free State
Pelonomi Hosp,26.24572,-29.1413,Public Hospital,Free State
Boitumelo Hosp,27.213172,-27.644,Public Hospital,Free State
Bongani Hosp,26.7862,-27.9531,Public Hospital,Free State
Dihlabeng Hosp,28.3197,-28.2331,Public Hospital,Free State
MM Mopeli Hosp,28.80507,-28.537,Public Hospital,Free State
NHN Riemland Clinic Hosp,28.495123,-27.2798,Private Hospital,Free State
Netcare Vaalpark Hosp,27.840244,-26.7732,Private Hospital,Free State
Sasol Infrachem Hosp,27.849385,-26.826,Private Hospital,Free State
Netcare Kroon Hosp,27.230333,-27.6537,Private Hospital,Free State
Mediclinic Welkom Hosp,26.730057,-27.9879,Private Hospital,Free State
NHN E Oppenheimer Hosp,26.774142,-27.9667,Private Hospital,Free State
NHN St Helena Hosp,26.710868,-28.0019,Private Hospital,Free State
NHN Welkom Med Centre,26.727098,-27.9874,Private Hospital,Free State
NHN Welkom Sub-Acute Hosp,26.727098,-27.9874,Private Hospital,Free State
RH Matjhabeng Prv Hosp,?,?,Private Hospital,Free State
Bloemcare Psych Hosp,26.156533,-29.0864,Private Hospital,Free State
Bloemfontein Eye Centre,26.194441,-29.1346,Private Hospital,Free State
Busamed BFIA Hosp,?,?,Private Hospital,Free State
Cairnhall Hosp,26.184516,-29.118,Private Hospital,Free State
Life Pasteur Hosp,26.194991,-29.1344,Private Hospital,Free State
Life Rosepark Hosp,26.176303,-29.1538,Private Hospital,Free State
Link Prv Hosp,?,?,Private Hospital,Free State
Mediclinic Bfn Hosp,26.203516,-29.1094,Private Hospital,Free State
Netcare Pelonomi Prv Hosp,26.243918,-29.1385,Private Hospital,Free State
Netcare Universitas Prv Hosp,26.186748,-29.1164,Private Hospital,Free State
NHN CareCure Victoria Hosp,26.205302,-29.1223,Private Hospital,Free State
NHN Hillandale HCC Hosp,26.178331,-29.0499,Private Hospital,Free State
NHN M-Care Optima Hosp,26.193667,-29.1346,Private Hospital,Free State
NHN M-Care Pentagon Park Hosp,26.215478,-29.0774,Private Hospital,Free State
Bethlehem Med Centre,28.319261,-28.2325,Private Hospital,Free State
Mediclinic Hoogland Hosp,28.322255,-28.229,Private Hospital,Free State
NHN Corona Hosp,28.321089,-28.2297,Private Hospital,Free State
Busamed Harrismith Prv Hosp,29.115483,-28.2618,Private Hospital,Free State
Mediclinic Brits Hosp,27.782926,-25.6328,Private Hospital,North West
A Saffey Mine Hosp,27.23578,-25.6639,Private Hospital,North West
Impala Mine Hosp,27.20101,-25.5335,Private Hospital,North West
Life La Femme Clinic Hosp,27.238413,-25.6721,Private Hospital,North West
Life Peglerae Hosp,27.242302,-25.6737,Private Hospital,North West
Netcare Ferncrest Hosp,27.214149,-25.6478,Private Hospital,North West
NHN Medi-Care Rustenburg Hosp,27.226595,-25.6852,Private Hospital,North West
RPM Mine Hosp,?,?,Private Hospital,North West
Duff Scott Hosp,26.80489,-26.8622,Private Hospital,North West
Life Anncron Clinic Hosp,26.668083,-26.8411,Private Hospital,North West
NHN Parkmed Neuro Hosp,26.660808,-26.8726,Private Hospital,North West
NHN Sunningdale Hosp,26.669377,-26.8468,Private Hospital,North West
NHN Wilmed Park Hosp,26.678519,-26.8309,Private Hospital,North West
West Vaal Hosp,26.67205,-26.9623,Private Hospital,North West
Mediclinic Potch Hosp,27.08141,-26.689,Private Hospital,North West
NHN Medi-Care Potch Hosp,27.083957,-26.7273,Private Hospital,North West
NHN Vryburg Prv Hosp,24.721533,-26.9468,Private Hospital,North West
Clinix Victoria Prv Hosp,25.64145,-25.86,Private Hospital,North West
Koster Hosp,26.894543,-25.8563,Public Hospital,North West
Brits Hosp,27.78452,-25.6314,Public Hospital,North West
M Kotane Hosp,27.058001,-25.3809,Public Hospital,North West
Nic Bodenstein Hosp,25.982959,-27.1893,Public Hospital,North West
Taung Hosp,24.79175,-27.5377,Public Hospital,North West
Ganyesa Hosp,24.13858,-26.5449,Public Hospital,North West
Christiana Hosp,25.174237,-27.9081,Public Hospital,North West
Schweizer-Ren Hosp,25.32879,-27.1818,Public Hospital,North West
Genl de la Rey Hosp,26.15132,-26.1475,Public Hospital,North West
Thusong Hosp,25.948932,-26.0546,Public Hospital,North West
Gelukspan Hosp,25.598981,-26.199,Public Hospital,North West
Lehurutshe Hosp,25.981507,-25.4767,Public Hospital,North West
Zeerust Hosp,26.06647,-25.5428,Public Hospital,North West
Witrand Psych Hosp,27.09142,-26.7139,Public Hospital,North West
Bophelong Psych Hosp,25.65407,-25.8837,Public Hospital,North West
Potchefstroom Hosp,27.08418,-26.7286,Public Hospital,North West
J Morolong Mem Hosp,24.71612,-26.9572,Public Hospital,North West
Mahikeng Prov Hosp,25.65794,-25.8842,Public Hospital,North West
Prof ZK Matthews Hosp,24.51488,-28.54,Public Hospital,Northern Cape
Hartswater Hosp,24.81333,-27.7576,Public Hospital,Northern Cape
Kuruman Hosp,23.443659,-27.4602,Public Hospital,Northern Cape
Tshwaragano Hosp,23.34494,-27.3067,Public Hospital,Northern Cape
Calvinia Hosp,19.77654,-31.4618,Public Hospital,Northern Cape
Springbok Hosp,17.88323,-29.6605,Public Hospital,Northern Cape
De Aar Hosp,24.00825,-30.6596,Public Hospital,Northern Cape
Prieska Hosp,22.73732,-29.6681,Public Hospital,Northern Cape
Manne Dipico Hosp,25.08956,-30.73,Public Hospital,Northern Cape
Kakamas Hosp,20.62249,-28.7805,Public Hospital,Northern Cape
Postmasburg Hosp,23.06008,-28.3276,Public Hospital,Northern Cape
RM Sobukwe Hosp,24.77263,-28.746,Public Hospital,Northern Cape
Harry Surtie Hosp,21.26603,-28.446,Public Hospital,Northern Cape
West End Spec TB Hosp,24.77374,-28.8067,Public Hospital,Northern Cape
Upington TB Hosp,21.26603,-28.446,Public Hospital,Northern Cape
Upington TB Hosp (Paeds),21.26603,-28.446,Public Hospital,Northern Cape
West End Spec Psych Hosp,24.72386,-28.7376,Public Hospital,Northern Cape
Mediclinic Kimberley Hosp,24.771611,-28.7449,Private Hospital,Northern Cape
NHN Lenmed Royal Hosp and Heart Centre,24.762109,-28.7564,Private Hospital,Northern Cape
NHN Lenmed Kathu Hosp,23.054137,-27.6945,Private Hospital,Northern Cape
Aggeneys (Black Mountain) Prv Hosp,18.842602,-29.2413,Private Hospital,Northern Cape
Kleinsee Private Hosp,17.065233,-29.676466,Private Hospital,Northern Cape
Orania Hosp,24.409905,-29.810791,Private Hospital,Northern Cape
Mediclinic Upington Hosp,21.266934,-28.4399,Private Hospital,Northern Cape
Lime Acres Hosp,23.57222,-28.3694,Private Hospital,Northern Cape
