Province,District MUnicipality,Local Municipality,Name,Longitude,Latitude,ContactPerson,Address,OrgUnitOwnership
KwaZulu-Natal,kz Harry Gwala District Municipality,kz Ubuhlebezwe Local Municipality,NHLS Christ The King Lab,30.07793,-30.1627,,"Christ The King Hospital, Ixopo, 3276",Gov NHLS
KwaZulu-Natal,kz Harry Gwala District Municipality,kz uMzimkhulu Local Municipality,NHLS Rietvlei Lab,29.82481,-30.4878,,"Rietvlei Hospital, Stafford's Post, 4686",Gov NHLS
KwaZulu-Natal,kz Harry Gwala District Municipality,kz uMzimkhulu Local Municipality,NHLS St Margaret's Lab,29.93276,-30.2692,,St Margaret's TB MDR Hospital,Gov NHLS
KwaZulu-Natal,kz iLembe District Municipality,kz KwaDukuza Local Municipality,Ampath Alberlito Lab,31.201856,-29.5304,,"Netcare Alberlito Hospital, Ground Floor, Suite 1, 1 Kirsty Close, Ballito",Private
KwaZulu-Natal,kz iLembe District Municipality,kz KwaDukuza Local Municipality,Lancet Stanger 1 Lab,31.290796,-29.3396,,"Shop 5M, OK Mall, Albert Luthuli Street, Stanger",Private
KwaZulu-Natal,kz iLembe District Municipality,kz KwaDukuza Local Municipality,NHLS Stanger Lab,31.28516,-29.3327,,"Stanger Hospital, Stanger, 4450",Gov NHLS
KwaZulu-Natal,kz iLembe District Municipality,kz Mandeni Local Municipality,NHLS Sundumbili Microscopy,31.40104,-29.1366,,"Sundumbili CHC, A682/3 Sundumbili Township, Mandeni, 4490",Gov NHLS
KwaZulu-Natal,kz iLembe District Municipality,kz Maphumulo Local Municipality,NHLS Umphumulo Lab,31.0393,-29.1574,,"Umphumulo Hospital, Maphumulo, 4470",Gov NHLS
KwaZulu-Natal,kz iLembe District Municipality,kz Maphumulo Local Municipality,NHLS Untunjambili Lab,30.94846,-28.942,,"Untunjambili Hospital, Kranskop, 3268",Gov NHLS
KwaZulu-Natal,kz iLembe District Municipality,kz Ndwedwe Local Municipality,NHLS Montebello Lab,30.807162,-29.4394,,"Montebello Hospital, Dalton, 3236",Gov NHLS
KwaZulu-Natal,kz iLembe District Municipality,kz Ndwedwe Local Municipality,NHLS Ndwedwe Microscopy,30.9357,-29.5155,,,Gov NHLS
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz City of uMhlathuze Local Municipality,Ampath Richards Bay Hosp Lab,32.052661,-28.7502,,"Suite 3, The Bay Hospital, Kruger Rand, Richards Bay",Private
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz City of uMhlathuze Local Municipality,Lancet Richards Bay Lab,32.052822,-28.7495,,"Suite 10, Bay Hospital, 	Krugerrand Road, Richards Bay",Private
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz City of uMhlathuze Local Municipality,NHLS Empangeni Lab,31.8957,-28.7401,,"Durban Medium B Correctional Centre, Empangeni, 3880",Gov NHLS
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz City of uMhlathuze Local Municipality,NHLS Ngwelezana Lab,31.86412,-28.7795,,"Ngwelezana Hospital, Empangeni, 3880",Gov NHLS
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz City of uMhlathuze Local Municipality,NHLS Nseleni Microscopy,32.025999,-28.6659,,"Nseleni CHC, Ubhejane Road, Nseleni, 3882",Gov NHLS
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz Mthonjaneni Local Municipality,NHLS St Mary's Lab,31.3408,-28.6291,,"kwaMagwaza Hospital, Kwamagwaza Road, Melmoth, 3835",Gov NHLS
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz Nkandla Local Municipality,NHLS Ekhombe Lab,30.9332,-28.6499,,"Ekhombe Hospital, Kranskop, 3268",Gov NHLS
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz Nkandla Local Municipality,NHLS Nkandla Lab,31.0833,-28.6167,,"Nkandla Hospital, Nkandla, 3855",Gov NHLS
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz uMlalazi Local Municipality,NHLS Catherine Booth Lab,31.47471,-28.9976,,"Catherine Booth Hospital, Amathikulu, 3801",Gov NHLS
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz uMlalazi Local Municipality,NHLS Eshowe Lab,31.46646,-28.891,,"Eshowe Hospital, Eshowe, 3815",Gov NHLS
KwaZulu-Natal,kz King Cetshwayo District Municipality,kz uMlalazi Local Municipality,NHLS Mbongolwane Lab,31.186064,-28.895,,"Mbongolwane Hospital, Kwa-Pett, 3820",Gov NHLS
KwaZulu-Natal,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,Ampath Margate Hosp Lab,30.358178,-30.8618,,"Margate Hospital, Room 5, Margate, South Coast",Private
KwaZulu-Natal,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,Ampath Port Shepstone Lab,30.450846,-30.7414,,"Hibiscus Medical Centre, 24 Bazley Street, Port Shepstone, South Coast",Private
KwaZulu-Natal,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,Lancet Port Shepstone Lab,30.450606,-30.741,,"28 Bazley Street, Port Shepstone",Private
KwaZulu-Natal,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,NHLS Murchison Lab,30.34402,-30.728,,"Murchison Hospital, Port Shepstone, 4240",Gov NHLS
KwaZulu-Natal,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,NHLS Port Shepstone Lab,30.45088,-30.7435,,"Port Shepstone Hospital, Port Shepstone, 4240",Gov NHLS
KwaZulu-Natal,kz Ugu District Municipality,kz Umdoni Local Municipality,NHLS GJ Crooke's Lab,30.7449,-30.2888,,"GJ Crooke's Hospital, Scottburgh, 4180",Gov NHLS
KwaZulu-Natal,kz Ugu District Municipality,kz Umuziwabantu Local Municipality,NHLS St Andrew's Lab,29.883325,-30.5795,,"St Andrew's Hospital, Harding, 4680",Gov NHLS
KwaZulu-Natal,kz Ugu District Municipality,kz Umzumbe Local Municipality,NHLS Turton Lab,30.593548,-30.5031,,"Turton CHC, Mtwalume, Scottburgh, 4180",Gov NHLS
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,Ampath Pietermaritzburg Lab,30.392444,-29.6082,,"381 Boshoff Street, Pietermaritzburg",Private
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,Lancet Pmb Mediclinic Lab,30.388683,-29.6086,,"Suite C, Block 3, Pietermaritzburg Mediclinic, Payne Street, Scottsville, Pietermaritzburg",Private
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,Lancet Pmb Raimed Lab,30.408012,-29.5634,,"Raimed Centre, 590 Old Greytown Road, Raisethorpe, Pietermaritzburg",Private
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,Lancet Pmb Burger Street Lab,30.384357,-29.6017,,"330 Burger Street, Pietermaritzburg",Private
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,NHLS Church Street Microscopy,30.382017,-29.599,,"333 Church Street, Pietermaritzburg 3200",Gov NHLS
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,NHLS Edendale Lab,30.33276,-29.6473,,"Edendale Hospital, Plessislaer 3216",Gov NHLS
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,NHLS Grey's Lab,30.36378,-29.5796,,"Grey's Hospital, Pietermaritzburg, 3201",Gov NHLS
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,NHLS Imbalenhle Microscopy,30.3476,-29.6424,,"Imbalenhle CHC, Thwala Road, Unit 3 Imbali, Pietermaritzburg, 3200",Gov NHLS
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,NHLS Northdale Lab,30.3999,-29.5749,,"Northdale Hospital, Pietermaritzburg, 3200",Gov NHLS
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz Richmond Local Municipality,NHLS Richmond Microscopy,30.274875,-29.8647,,"Richmond Chest Hospital, Durban Road, Richmond, 3780",Gov NHLS
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz uMngeni Local Municipality,Lancet Howick Lab,30.21833,-29.4773,,"Suite 101, Howick Mediclinic, 11 Main Street, Howick, Pietermaritzburg",Private
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz uMngeni Local Municipality,NHLS Mpophomeni Microscopy,30.1755,-29.5652,,"2692 Umtholampilo Road, Merrivale, 3291",Gov NHLS
KwaZulu-Natal,kz uMgungundlovu District Municipality,kz uMshwathi Local Municipality,NHLS Appelsbosch Lab,30.8427,-29.3898,,"Appelsbosch Hospital, Ozwatini, 3242",Gov NHLS
KwaZulu-Natal,kz Umkhanyakude District Municipality,kz Big 5 Hlabisa Local Municipality,NHLS Hlabisa Lab,31.8807,-28.1455,,"Hlabisa Hospital, Hlabisa, 3937",Gov NHLS
KwaZulu-Natal,kz Umkhanyakude District Municipality,kz Jozini Local Municipality,Makanis Malara Unit Lab,,,,,Gov Province
KwaZulu-Natal,kz Umkhanyakude District Municipality,kz Jozini Local Municipality,NHLS Bethesda Lab,32.0811,-27.5745,,"Bethesda Hospital, Ubombo, 3970",Gov NHLS
KwaZulu-Natal,kz Umkhanyakude District Municipality,kz Jozini Local Municipality,NHLS Mosvold Lab,32.00475,-27.1383,,"Mosvold Hospital, Ingwavuma, 3968",Gov NHLS
KwaZulu-Natal,kz Umkhanyakude District Municipality,kz Mtubatuba Local Municipality,NHLS KwaMsane Microscopy,32.14819033,-28.4278,,"KwaMsane Clinic, Hlabisa, 3937",Gov NHLS
KwaZulu-Natal,kz Umkhanyakude District Municipality,kz uMhlabuyalingana Local Municipality,NHLS Manguzi Lab,32.75637,-26.984,,"Manguzi Hospital, Kwa-Ngwanase, 3973",Gov NHLS
KwaZulu-Natal,kz Umkhanyakude District Municipality,kz uMhlabuyalingana Local Municipality,NHLS Mseleni Lab,32.55664,-27.3256,,"Mseleni Hospital, Sibaya, 3967",Gov NHLS
KwaZulu-Natal,kz Umzinyathi District Municipality,kz Endumeni Local Municipality,Lancet Dundee Lab,30.230656,-28.1612,,"58 Anne Street, Dundee",Private
KwaZulu-Natal,kz Umzinyathi District Municipality,kz Endumeni Local Municipality,NHLS Dundee Lab,30.22973983,-28.1729,,"Dundee Hospital, Dundee, 3000",Gov NHLS
KwaZulu-Natal,kz Umzinyathi District Municipality,kz Msinga Local Municipality,NHLS Church of Scotland Lab,30.45092,-28.7476,,"Church of Scotland Hospital, Tugela Ferry, 3010",Gov NHLS
KwaZulu-Natal,kz Umzinyathi District Municipality,kz Nquthu Local Municipality,NHLS Charles Johnson Mem Lab,30.67292,-28.2119,,"Charles Johnson Memorial Hospital, Nqutu, 3135",Gov NHLS
KwaZulu-Natal,kz Umzinyathi District Municipality,kz Umvoti Local Municipality,NHLS Greytown Lab,30.60005,-29.0657,,"Greytown Hospital, Greytown, 3250",Gov NHLS
KwaZulu-Natal,kz Uthukela District Municipality,kz Alfred Duma Local Municipality,Ampath Ladysmith Lab,29.781369,-28.5529,,"25 Convent Road, Ladysmith",Private
KwaZulu-Natal,kz Uthukela District Municipality,kz Alfred Duma Local Municipality,Lancet Ladysmith Med Centre Lab,29.783315,-28.5562,,271 Murchinson Street,Private
KwaZulu-Natal,kz Uthukela District Municipality,kz Alfred Duma Local Municipality,NHLS Ezakheni Microscopy,29.916748,-28.6189,,"C Section, Ezakheni, 3381",Gov NHLS
KwaZulu-Natal,kz Uthukela District Municipality,kz Alfred Duma Local Municipality,NHLS Ladysmith Lab,29.76606,-28.5567,,"Ladysmith Hospital, Ladysmith, 3370",Gov NHLS
KwaZulu-Natal,kz Uthukela District Municipality,kz Inkosi Langalibalele Local Municipality,NHLS Estcourt Lab,29.89393,-29.0205,,"Estcourt Hospital, Estcourt, 3310",Gov NHLS
KwaZulu-Natal,kz Uthukela District Municipality,kz Okhahlamba Local Municipality,NHLS Bergville Microscopy Lab,29.353191,-28.734,,"10 Broadway Road, Bergville 3350",Gov NHLS
KwaZulu-Natal,kz Uthukela District Municipality,kz Okhahlamba Local Municipality,NHLS Emmaus Lab,29.38133,-28.8524,,"Emmaus Hospital, Winterton 3340",Gov NHLS
KwaZulu-Natal,kz Zululand District Municipality,kz AbaQulusi Local Municipality,Ampath Vryheid Lab,30.971746,-27.7656,,"Shop 4, 153 High Street, Vryheid, Northern Natal",Private
KwaZulu-Natal,kz Zululand District Municipality,kz AbaQulusi Local Municipality,Lancet Vryheid Lab,30.796718,-27.7651,,"Shop 5, Taiba Centre, 234 Utrecht Street, Vryheid",Private
KwaZulu-Natal,kz Zululand District Municipality,kz AbaQulusi Local Municipality,NHLS Siloah Microscopy,31.28159523,-27.5734,,"Siloah Lutheran Mission Hospital, Vryheid, 3100",Gov NHLS
KwaZulu-Natal,kz Zululand District Municipality,kz AbaQulusi Local Municipality,NHLS Vryheid Lab,30.79709,-27.7583,,"Vryheid Hospital, Vryheid, 3100",Gov NHLS
KwaZulu-Natal,kz Zululand District Municipality,kz eDumbe Local Municipality,NHLS Dumbe Lab,30.8242,-27.4081,,"Stand 463, Dumbe Main Street, Paulpietersburg, 3180",Gov NHLS
KwaZulu-Natal,kz Zululand District Municipality,kz Nongoma Local Municipality,NHLS Benedictine Lab,31.63932,-27.891,,"Benedictine Hospital, Private Bag X 5007, Nongoma, 3950",Gov NHLS
KwaZulu-Natal,kz Zululand District Municipality,kz Ulundi Local Municipality,NHLS Ceza Lab,31.37719,-27.996,,"Ceza Hospital, Ceza, 3866",Gov NHLS
KwaZulu-Natal,kz Zululand District Municipality,kz Ulundi Local Municipality,NHLS Nkonjeni Lab,31.41477,-28.2266,,"Nkonjeni Hospital, Mahlabathini, 3863",Gov NHLS
KwaZulu-Natal,kz Zululand District Municipality,kz uPhongolo Local Municipality,NHLS Itshelejuba Lab,30.9834,-29.8778,,"Itshelejuba Hospital, Pongola, 3170",Gov NHLS
Limpopo,lp Capricorn District Municipality,lp Blouberg Local Municipality,NHLS Helene Franz Lab,29.1095,-23.2829,,"Helene Franz Hospital, Bochum, 0790",Gov NHLS
Limpopo,lp Capricorn District Municipality,lp Lepelle-Nkumpi Local Municipality,Lancet Medleb Lab,29.475437,-24.3026,,"Lebowakgomo, Medleb Private Hospital, R579 Road Next-Parliament",Private
Limpopo,lp Capricorn District Municipality,lp Lepelle-Nkumpi Local Municipality,NHLS Groothoek Lab,29.336371,-24.3106,,,Gov NHLS
Limpopo,lp Capricorn District Municipality,lp Lepelle-Nkumpi Local Municipality,NHLS Lebowakgomo Lab,29.6499,-24.2586,,"Lebowakgomo Hospital, R518 Zebediela Road, Lebowakgomo, 0737",Gov NHLS
Limpopo,lp Capricorn District Municipality,lp Lepelle-Nkumpi Local Municipality,NHLS Zebediela Lab,29.4014,-24.4586,,"Zebediela Hospital, Magatle Village, Gompies, 0631",Gov NHLS
Limpopo,lp Capricorn District Municipality,lp Molemole Local Municipality,NHLS Botlokwa Lab,29.7428,-23.493,,"Botlokwa Hospital, Matoks Village, Dwarsrivier, 0812",Gov NHLS
Limpopo,lp Capricorn District Municipality,lp Polokwane Local Municipality,Ampath Polokwane Lab,29.463261,-23.9107,,"41B Burger Street, Polokwane",Private
Limpopo,lp Capricorn District Municipality,lp Polokwane Local Municipality,Lancet Polokwane Lab,29.463503,-23.9069,,"44A Grobler Street, Polokwane",Private
Limpopo,lp Capricorn District Municipality,lp Polokwane Local Municipality,NHLS Mankweng Lab,29.7277,-23.8865,,"Mankweng Hospital, Housbos Road, Sovenga, 0727",Gov NHLS
Limpopo,lp Capricorn District Municipality,lp Polokwane Local Municipality,NHLS Polokwane Lab,29.4613,-23.8898,,"Polokwane, Polokwane, 0700",Gov NHLS
Limpopo,lp Capricorn District Municipality,lp Polokwane Local Municipality,NHLS Seshego Lab,29.3952,-23.8552,,"Seshego Hospital, Crn Bookelo and Nelson Mandela Street, Seshego, 0742",Gov NHLS
Limpopo,lp Capricorn District Municipality,lp Polokwane Local Municipality,NHLS WF Knobel Lab,29.1516,-23.6086,,"WF Knobel Hospital, Lonsdale, 0710",Gov NHLS
Limpopo,lp Capricorn District Municipality,lp Polokwane Local Municipality,Univ Limpopo NHLS,,,M Lekalakala,"University Rd, Mankweng-B, Mankweng, 0727",Gov NHLS
Limpopo,lp Mopani District Municipality,lp Ba-Phalaborwa Local Municipality,Lancet Phalaborwa Lab,31.133809,-23.9509,,"71 Sealene Avenue, Phalaborwa",Private
Limpopo,lp Mopani District Municipality,lp Ba-Phalaborwa Local Municipality,NHLS Namakgale Lab,31.0399,-23.938,,"Maphutha L Malatjie Hospital, Maphutha Drive, Namakgale, 1391",Gov NHLS
Limpopo,lp Mopani District Municipality,lp Greater Giyani Local Municipality,NHLS Giyani Lab,30.7039,-23.3086,,"Nkhensani Hospital, Giyani, 0826",Gov NHLS
Limpopo,lp Mopani District Municipality,lp Greater Letaba Local Municipality,NHLS Duiwelskloof Lab,30.1412,-23.6974,,,Gov NHLS
Limpopo,lp Mopani District Municipality,lp Greater Letaba Local Municipality,NHLS Kgapane Lab,30.2168,-23.6332,,"Kgapane Hospital, Modjadji Road, Ga-Kgapane, 0838",Gov NHLS
Limpopo,lp Mopani District Municipality,lp Greater Tzaneen Local Municipality,Ampath Tzaneen Lab,30.153267,-23.823,,"Medclinic Drs Rooms, Wolkberg Street R71, Tzaneen",Private
Limpopo,lp Mopani District Municipality,lp Greater Tzaneen Local Municipality,Lancet Tzaneen Lab,30.152807,-23.8226,,"Tzaneen Mediclinic, 71 Wolkeberg Drive, Tzaneen",Private
Limpopo,lp Mopani District Municipality,lp Greater Tzaneen Local Municipality,NHLS CN Phatudi Lab,30.2588,-24.0233,,"Dr CN Phatudi Hospital, Tzaneen, 0850",Gov NHLS
Limpopo,lp Mopani District Municipality,lp Greater Tzaneen Local Municipality,NHLS Letaba Lab,30.2676,-23.8735,,"Letaba Hospital, Cnr Lydenburg and Tarantaal Road, Letaba, 0870",Gov NHLS
Limpopo,lp Mopani District Municipality,lp Greater Tzaneen Local Municipality,NHLS Tzaneen Lab,30.1648,-23.8354,,"Van Velden Memorial (Tzaneen) Hospital, 3rd Avenue, Tzaneen, 0850",Gov NHLS
Limpopo,lp Mopani District Municipality,lp Maruleng Local Municipality,NHLS Hoedspruit Lab,30.95138,-24.3557,,,Gov NHLS
Limpopo,lp Mopani District Municipality,lp Maruleng Local Municipality,NHLS Sekororo Lab,30.4475,-24.2534,,"Sekororo Hospital, R74 Road, Trichardtsdal, 0890",Gov NHLS
Limpopo,lp Sekhukhune District Municipality,lp Elias Motsoaledi Local Municipality,NHLS Groblersdal Lab,29.3999,-25.1679,,"Groblersdal Hospital, 18 Voortrekker Road, Groblersdal, 0470",Gov NHLS
Limpopo,lp Sekhukhune District Municipality,lp Elias Motsoaledi Local Municipality,NHLS Philadelphia Lab,29.1656,-25.2577,,"Hospital Road, Dennilton, 1030",Gov NHLS
Limpopo,lp Sekhukhune District Municipality,lp Ephraim Mogale Local Municipality,NHLS Matlala Lab,29.2828,-24.9804,,"Matlala Hospital, Tsimanyane Village, Marble Hall, 0450",Gov NHLS
Limpopo,lp Sekhukhune District Municipality,lp Fetakgomo Tubatse Local Municipality,NHLS Dilokong Lab,30.173,-24.6191,,"Dilokong Hospital, Driekop Village, Burgersfort, 1150",Gov NHLS
Limpopo,lp Sekhukhune District Municipality,lp Fetakgomo Tubatse Local Municipality,NHLS Mecklenburg Lab,30.072501,-24.3853,,"Mecklenburg Hospital, Moroke Village, Burgersfort, 1150",Gov NHLS
Limpopo,lp Sekhukhune District Municipality,lp Makhuduthamaga Local Municipality,NHLS Jane Furse Mob Lab,29.86767,-24.7638,,,Gov NHLS
Limpopo,lp Sekhukhune District Municipality,lp Makhuduthamaga Local Municipality,NHLS St Rita's Lab,29.772,-24.8317,,"St Rita's Hospital, Glen Cowie, 1061",Gov NHLS
Limpopo,lp Vhembe District Municipality,lp Collins Chabane Local Municipality,NHLS Malamulele Lab,30.6898,-23.0002,,"Hospital Street, Malamulele, 0982",Gov NHLS
Limpopo,lp Vhembe District Municipality,lp Makhado Local Municipality,Ampath Louis Trichardt Lab,29.897381,-23.0406,,"47 Joubert Street, Makhado",Private
Limpopo,lp Vhembe District Municipality,lp Makhado Local Municipality,Lancet Louis Trichardt Lab,29.906411,-23.0446,,"Louis Trichardt, Makhado, 24 A Joubert Street",Private
Limpopo,lp Vhembe District Municipality,lp Makhado Local Municipality,NHLS Elim Lab,30.0592,-23.1525,,"Elim Hospital, Elim, 0960",Gov NHLS
Limpopo,lp Vhembe District Municipality,lp Makhado Local Municipality,NHLS Louis Trichardt Lab,29.9054,-23.0284,,"Cnr Hospital and Snyman Street, Louis Trichardt, 0920",Gov NHLS
Limpopo,lp Vhembe District Municipality,lp Makhado Local Municipality,NHLS Siloam Lab,30.1956,-22.9004,,"Siloam Hospital, Louis Trichardt 0920",Gov NHLS
Limpopo,lp Vhembe District Municipality,lp Musina Local Municipality,Ampath Musina Lab,30.043691,-22.3421,,"7 Limpopo Avenue, Musina, 0900",Private
Limpopo,lp Vhembe District Municipality,lp Musina Local Municipality,NHLS Messina Lab,30.0434,-22.3431,,"Messina Hospital, 1 National Road, Musina, 0900",Gov NHLS
Limpopo,lp Vhembe District Municipality,lp Thulamela Local Municipality,Lancet Thohoyandou Lab,30.468706,-22.961,,"Shop 1, Yusaf Centre, Cnr Mphephu and Mvusuludzo, Thohoyandou, 0950",Private
Limpopo,lp Vhembe District Municipality,lp Thulamela Local Municipality,NHLS Donald Fraser Lab,30.4793,-22.8863,,"Donald Fraser Hospital, Vhufuli, 0971",Gov NHLS
Limpopo,lp Vhembe District Municipality,lp Thulamela Local Municipality,NHLS Tshilidzini Lab,30.4146,-22.9947,,"Tshilidzini Hospital, R524 Phunda Maria Road, Shayandima, 0945",Gov NHLS
Limpopo,lp Waterberg District Municipality,lp Bela-Bela Local Municipality,NHLS Bela-Bela Lab,28.2893,-24.8857,,"Warmbaths Hospital, Chris Hani Road, Bela-Bela, 0480",Gov NHLS
Limpopo,lp Waterberg District Municipality,lp Lephalale Local Municipality,Lancet Lephalale Lab,27.700321,-23.6867,,"Cnr Drif and Joe Slovo, Sunset Point Shopping Plaza, Onverwacht, Lephalale",Private
Limpopo,lp Waterberg District Municipality,lp Lephalale Local Municipality,NHLS Ellisras Lab,27.7044,-23.6792,,"Ellisras Hospital, Onverwacht, 0557",Gov NHLS
Limpopo,lp Waterberg District Municipality,lp Lephalale Local Municipality,NHLS Witpoort Lab,27.7431,-23.6697,,"Witpoort Hospital, Stand 1, Thabo Mbeki Road, Lephalale, 0555",Gov NHLS
Limpopo,lp Waterberg District Municipality,lp Mogalakwena Local Municipality,Lancet Mokopane Lab,29.009358,-24.1867,,"97 Ruiter Street, Mokopane",Private
Limpopo,lp Waterberg District Municipality,lp Mogalakwena Local Municipality,NHLS George Masebe Lab,28.693698,-23.8754,,"George Masebe Hospital, Bakenberg Location, Suswe, 0612",Gov NHLS
Limpopo,lp Waterberg District Municipality,lp Mogalakwena Local Municipality,NHLS Mokopane Lab,29.0208,-24.1927,,"Mokopane Hospital, Mokopane, 0600",Gov NHLS
Limpopo,lp Waterberg District Municipality,lp Mogalakwena Local Municipality,NHLS Potgietersrus Lab,29.0143,-24.1965,,"Voortrekker Memorial (Potgietersrus) Hospital, 2 Geyser Street, Potgietersrus, 0601",Gov NHLS
Limpopo,lp Waterberg District Municipality,lp Mogalakwena Local Municipality,NHLS Voortrekker Mob Lab,29.01405,-24.1962,,,Gov NHLS
Limpopo,lp Waterberg District Municipality,lp Mookgophong/Modimolle Local Municipality,NHLS Nylstroom Lab,28.4226,-24.7022,,"FH Odendaal (Nylstroom) Hospital, 65 Alf Makaleng Street, Modimolle, 0510",Gov NHLS
Limpopo,lp Waterberg District Municipality,lp Thabazimbi Local Municipality,Ampath Thabazimbi Lab,27.404453,-24.5849,,"Medicum Building 11, Watsonia, Thabazimbi",Private
Limpopo,lp Waterberg District Municipality,lp Thabazimbi Local Municipality,Lancet Northam Lab,27.794324,-26.7045,,"Salom Medical Centre, Opal Street, Northam",Private
Limpopo,lp Waterberg District Municipality,lp Thabazimbi Local Municipality,Lancet Thabazimbi Lab,27.417516,-24.5885,,"Carpe Diem Centre, 13th Avenue, Thabazimbi",Private
Limpopo,lp Waterberg District Municipality,lp Thabazimbi Local Municipality,NHLS Thabazimbi Lab,27.4064,-24.5982,,"Thabazimbi Hospital, 10 First Avenue, Thabazimbi, 0380",Gov NHLS
Mpumalanga,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,NHLS Mapulaneng Lab,31.0554,-24.8444,,"Mapulaneng Hospital, 1 Masana Trust, Graskop Road, Bushbuckridge, 1280",Gov NHLS
Mpumalanga,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,NHLS Matikwana Lab,31.2418,-24.9825,,"Matikwana Hospital, 413 C, Main Road, Mkhuhlu, 1246",Gov NHLS
Mpumalanga,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,NHLS Tintswalo Lab,31.0598,-24.5918,,"Tintswalo Hospital, Acornhoek, 1360",Gov NHLS
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,Ampath Barberton Lab,31.051078,-25.7617,,"Mediclinic Barberton, Shiba Street",Private
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,Ampath Nelmed Lab,30.977634,-25.4758,,"Medicross Nelmed, Cnr Nel and Rothery Streetn, Nelspruit",Private
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,Ampath Nelspruit Lab,30.9625,-25.4934,,"Mediclinic Nelspruit, 1 Louise Street, Sonheuweln",Private
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,Lancet Hazyview Lab,31.127128,-25.0424,,"Simunye Centre, Next-Pharmacy",Private
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,Lancet Lowveld Lab,30.977583,-25.4761,,"Unit G10, Busamed Lowveld Private Hospital, Cnr Rothery and Nel Streets, Nelspruit, 1200",Private
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,Lancet Mlondolozi Lab,30.979256,-25.4756,,"Mhlondolozi House, 6 Ehmke Street, Nelspruit",Private
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,Lancet Nelspruit Lab,30.961882,-25.4935,,"Nelspruit Mediclinic, 1 Louise Street, Sonheuwel, Nelspruit",Private
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,Lancet Promenade Lab,30.979586,-25.4706,,"No 23 Promenade Shopping Centre, Louis Trichardt Street, Nelspruit, 1201",Private
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,NHLS Barberton Corr Lab,31.0531,-25.7861,,"Barberton Correctional Centre, Barberton, 1300",Gov NHLS
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,NHLS Barberton Lab,31.0419,-25.7814,,"1 Hospital Street, Barberton 1300",Gov NHLS
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,NHLS Kanyamazane Lab,31.184073,-25.4656,,"Cobra Street, Kanyamazane-A, Nelspruit, 1214",Gov NHLS
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,NHLS Nelspruit Lab,30.9711,-25.4756,,"Rob Ferreira Hospital, Cnr Madiba Drive and Piet Retief Street, Nelspruit, 1200",Gov NHLS
Mpumalanga,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,NHLS Themba Lab,31.1228,-25.3452,,"Themba Hospital, Main Street, Kabokweni, 1245",Gov NHLS
