"Population estimates per district and calendar year 2002-2021, standard DHIS Age groups",,,,,,,,,,
,"Source: StatsSA, January 2017",,,,,,,,,
,Female 45-49 years,11205,11499,11879,,,,,,
,Female 5 years,7241,7257,7286,,,,,,
,Female 50-54 years,9583,9683,9787,,,,,,
,Female 55-59 years,8628,8558,8538,,,,,,
,Female 60-64 years,7688,7795,7830,,,,,,
,Female 65-69 years,5863,5972,6100,,,,,,
,Female 70-74 years,4228,4321,4406,,,,,,
,Female 75-79 years,2559,2638,2728,,,,,,
,Female 80 years and older,1642,1657,1674,,,,,,
,Female under 1 year,7457,7561,7650,,,,,,
,Male 00-04 years,37702,37947,38212,,,,,,
,Male 02-04 years,22343,22441,22565,,,,,,
,Male 05-09 years,36858,37051,37210,,,,,,
,Male 06-09 years,29477,29647,29779,,,,,,
,Male 1 year,7607,7668,7732,,,,,,
,Male 10-11 years,14695,14864,14969,,,,,,
,Male 10-14 years,35712,36397,36909,,,,,,
,Male 12 years,7261,7377,7454,,,,,,
,Male 13 years,7034,7203,7333,,,,,,
,Male 14 years,6722,6954,7153,,,,,,
,Male 15 years,6423,6716,6978,,,,,,
,Male 15-19 years,29536,31070,32575,,,,,,
,Male 16 years,6122,6483,6816,,,,,,
,Male 17 years,5854,6231,6589,,,,,,
,Male 18-19 years,11137,11640,12192,,,,,,
,Male 20-24 years,25763,25489,25674,,,,,,
,Male 25-29 years,26528,26423,26092,,,,,,
,Male 30-34 years,23454,24707,24985,,,,,,
,Male 35-39 years,17411,17807,18879,,,,,,
,Male 40-44 years,12854,13529,14337,,,,,,
,Male 45-49 years,8906,9357,9855,,,,,,
,Male 5 years,7381,7403,7432,,,,,,
,Male 50-54 years,6648,6736,6894,,,,,,
,Male 55-59 years,5761,5658,5587,,,,,,
,Male 60-64 years,5065,4982,4880,,,,,,
,Male 65-69 years,3717,3759,3767,,,,,,
,Male 70-74 years,2197,2223,2261,,,,,,
,Male 75-79 years,1201,1200,1169,,,,,,
,Male 80 years and older,612,646,681,,,,,,
,Male under 1 year,7752,7838,7915,,,,,,
Sum of All Estimated ,,861733,876886,891599,,,,,,
kz eThekwini Metropolitan Municipality,Female 00-04 years,177047,176158,175751,,,,,,
,Female 02-04 years,108041,106272,105097,,,,,,
,Female 05-09 years,188040,185351,182815,,,,,,
,Female 06-09 years,150996,149133,147230,,,,,,
,Female 1 year,34821,34940,35098,,,,,,
,Female 10-11 years,75841,76524,76528,,,,,,
,Female 10-14 years,184394,187943,189611,,,,,,
,Female 12 years,37456,38242,38559,,,,,,
,Female 13 years,36320,37300,37855,,,,,,
,Female 14 years,34777,35877,36669,,,,,,
,Female 15 years,33290,34518,35542,,,,,,
,Female 15-19 years,155462,161153,166859,,,,,,
,Female 16 years,31758,33140,34418,,,,,,
,Female 17 years,30579,31939,33301,,,,,,
,Female 18-19 years,59835,61557,63598,,,,,,
,Female 20-24 years,149134,147588,147818,,,,,,
,Female 25-29 years,161352,160810,159358,,,,,,
,Female 30-34 years,155250,158696,158710,,,,,,
,Female 35-39 years,143345,142013,143600,,,,,,
,Female 40-44 years,130698,133187,136278,,,,,,
,Female 45-49 years,110732,113503,116252,,,,,,
,Female 5 years,37044,36218,35585,,,,,,
,Female 50-54 years,95078,96437,98051,,,,,,
,Female 55-59 years,81769,83496,85155,,,,,,
,Female 60-64 years,67076,68914,70594,,,,,,
,Female 65-69 years,52756,53685,54897,,,,,,
,Female 70-74 years,40109,41352,42291,,,,,,
,Female 75-79 years,23268,24934,26795,,,,,,
,Female 80 years and older,14960,15611,16264,,,,,,
,Female under 1 year,34185,34945,35556,,,,,,
,Male 00-04 years,181774,181043,180826,,,,,,
,Male 02-04 years,110792,109035,107902,,,,,,
,Male 05-09 years,192044,189376,186868,,,,,,
,Male 06-09 years,154143,152312,150439,,,,,,
,Male 1 year,35795,35966,36179,,,,,,
,Male 10-11 years,77264,78060,78146,,,,,,
,Male 10-14 years,187789,191590,193438,,,,,,
,Male 12 years,38136,38999,39371,,,,,,
,Male 13 years,36977,38009,38602,,,,,,
,Male 14 years,35411,36522,37320,,,,,,
,Male 15 years,33906,35107,36107,,,,,,
,Male 15-19 years,158553,164079,169646,,,,,,
,Male 16 years,32358,33666,34885,,,,,,
,Male 17 years,31179,32455,33751,,,,,,
,Male 18-19 years,61110,62852,64903,,,,,,
,Male 20-24 years,153062,152457,153435,,,,,,
,Male 25-29 years,166636,165793,164395,,,,,,
,Male 30-34 years,159058,165757,166192,,,,,,
,Male 35-39 years,135927,134343,138481,,,,,,
,Male 40-44 years,126710,128228,130550,,,,,,
,Male 45-49 years,106818,110248,113219,,,,,,
,Male 5 years,37901,37064,36428,,,,,,
,Male 50-54 years,85919,87791,90097,,,,,,
,Male 55-59 years,70092,72042,73874,,,,,,
,Male 60-64 years,54979,56106,57349,,,,,,
,Male 65-69 years,42267,43024,43828,,,,,,
,Male 70-74 years,28790,30163,31216,,,,,,
,Male 75-79 years,13506,14866,16552,,,,,,
,Male 80 years and older,6434,6905,7387,,,,,,
,Male under 1 year,35187,36041,36745,,,,,,
Sum of All Estimated ,,5225930,5281335,5334266,,,,,,
kz Harry Gwala District Municipality,Female 00-04 years,35690,35489,35298,,,,,,
,Female 02-04 years,21508,21431,21357,,,,,,
,Female 05-09 years,34321,34796,35161,,,,,,
,Female 06-09 years,27231,27677,28022,,,,,,
,Female 1 year,7133,7072,7017,,,,,,
,Female 10-11 years,12693,13096,13415,,,,,,
,Female 10-14 years,30183,31228,32128,,,,,,
,Female 12 years,6070,6298,6483,,,,,,
,Female 13 years,5835,6055,6251,,,,,,
,Female 14 years,5584,5779,5979,,,,,,
,Female 15 years,5343,5515,5716,,,,,,
,Female 15-19 years,25229,25671,26419,,,,,,
,Female 16 years,5101,5253,5458,,,,,,
,Female 17 years,4939,5051,5234,,,,,,
,Female 18-19 years,9846,9852,10009,,,,,,
,Female 20-24 years,25683,24685,23932,,,,,,
,Female 25-29 years,27896,27548,26896,,,,,,
,Female 30-34 years,24433,25661,26131,,,,,,
,Female 35-39 years,16640,17764,19119,,,,,,
,Female 40-44 years,10447,11039,11936,,,,,,
,Female 45-49 years,8224,8333,8503,,,,,,
,Female 5 years,7091,7119,7139,,,,,,
,Female 50-54 years,7472,7406,7348,,,,,,
,Female 55-59 years,6894,6853,6804,,,,,,
,Female 60-64 years,6244,6199,6151,,,,,,
,Female 65-69 years,5198,5233,5250,,,,,,
,Female 70-74 years,3949,3946,3959,,,,,,
,Female 75-79 years,2900,2886,2851,,,,,,
,Female 80 years and older,2918,2912,2909,,,,,,
,Female under 1 year,7049,6985,6924,,,,,,
,Male 00-04 years,36850,36540,36232,,,,,,
,Male 02-04 years,22163,22071,21963,,,,,,
,Male 05-09 years,35436,35933,36291,,,,,,
,Male 06-09 years,28131,28591,28931,,,,,,
,Male 1 year,7373,7279,7191,,,,,,
,Male 10-11 years,13159,13539,13841,,,,,,
,Male 10-14 years,31212,32245,33142,,,,,,
,Male 12 years,6293,6505,6681,,,,,,
,Male 13 years,6028,6248,6446,,,,,,
,Male 14 years,5732,5954,6174,,,,,,
,Male 15 years,5449,5669,5908,,,,,,
,Male 15-19 years,25222,26017,27049,,,,,,
,Male 16 years,5165,5389,5648,,,,,,
,Male 17 years,4950,5147,5396,,,,,,
,Male 18-19 years,9658,9812,10097,,,,,,
,Male 20-24 years,24159,23298,22760,,,,,,
,Male 25-29 years,26196,25752,25037,,,,,,
,Male 30-34 years,22483,24110,24614,,,,,,
,Male 35-39 years,13618,14560,16047,,,,,,
,Male 40-44 years,7933,8496,9303,,,,,,
,Male 45-49 years,5306,5447,5640,,,,,,
,Male 5 years,7305,7341,7360,,,,,,
,Male 50-54 years,4223,4134,4077,,,,,,
,Male 55-59 years,3619,3548,3464,,,,,,
,Male 60-64 years,2776,2712,2647,,,,,,
,Male 65-69 years,1981,1873,1777,,,,,,
,Male 70-74 years,1384,1291,1177,,,,,,
,Male 75-79 years,890,824,751,,,,,,
,Male 80 years and older,853,839,827,,,,,,
,Male under 1 year,7313,7191,7079,,,,,,
Sum of All Estimated ,,772604,783187,793349,,,,,,
kz iLembe District Municipality,Female 00-04 years,38163,37913,37728,,,,,,
,Female 02-04 years,23289,23006,22800,,,,,,
,Female 05-09 years,39895,39760,39586,,,,,,
,Female 06-09 years,31960,31921,31824,,,,,,
,Female 1 year,7516,7493,7477,,,,,,
,Female 10-11 years,15822,16095,16238,,,,,,
,Female 10-14 years,38456,39381,39997,,,,,,
,Female 12 years,7779,7984,8108,,,,,,
,Female 13 years,7564,7788,7947,,,,,,
,Female 14 years,7290,7514,7705,,,,,,
,Female 15 years,7026,7252,7474,,,,,,
,Female 15-19 years,33378,34239,35292,,,,,,
,Female 16 years,6754,6987,7244,,,,,,
,Female 17 years,6562,6772,7029,,,,,,
,Female 18-19 years,13036,13229,13546,,,,,,
,Female 20-24 years,33406,32728,32344,,,,,,
,Female 25-29 years,35961,35903,35552,,,,,,
,Female 30-34 years,32874,34215,34703,,,,,,
,Female 35-39 years,25959,26878,28221,,,,,,
,Female 40-44 years,19482,20440,21684,,,,,,
,Female 45-49 years,15059,15646,16291,,,,,,
,Female 5 years,7935,7839,7762,,,,,,
,Female 50-54 years,12706,12821,13018,,,,,,
,Female 55-59 years,11093,11345,11555,,,,,,
,Female 60-64 years,9035,9236,9436,,,,,,
,Female 65-69 years,7695,7592,7577,,,,,,
,Female 70-74 years,6651,6721,6683,,,,,,
,Female 75-79 years,4192,4351,4615,,,,,,
,Female 80 years and older,4682,4834,4988,,,,,,
,Female under 1 year,7358,7413,7451,,,,,,
,Male 00-04 years,39189,38916,38716,,,,,,
,Male 02-04 years,23937,23624,23393,,,,,,
,Male 05-09 years,41133,40961,40747,,,,,,
,Male 06-09 years,32962,32899,32773,,,,,,
,Male 1 year,7711,7687,7672,,,,,,
,Male 10-11 years,16328,16617,16765,,,,,,
,Male 10-14 years,39622,40611,41267,,,,,,
,Male 12 years,8022,8242,8374,,,,,,
,Male 13 years,7787,8027,8198,,,,,,
,Male 14 years,7485,7726,7931,,,,,,
,Male 15 years,7194,7436,7675,,,,,,
,Male 15-19 years,33918,34867,36034,,,,,,
,Male 16 years,6892,7140,7418,,,,,,
,Male 17 years,6670,6896,7176,,,,,,
,Male 18-19 years,13162,13395,13765,,,,,,
,Male 20-24 years,33244,32676,32412,,,,,,
,Male 25-29 years,35418,35310,34908,,,,,,
,Male 30-34 years,32012,33892,34422,,,,,,
,Male 35-39 years,23264,24201,26006,,,,,,
,Male 40-44 years,17121,17892,19003,,,,,,
,Male 45-49 years,12865,13498,14118,,,,,,
,Male 5 years,8171,8062,7974,,,,,,
,Male 50-54 years,9628,9870,10195,,,,,,
,Male 55-59 years,7673,7865,8051,,,,,,
,Male 60-64 years,5966,6008,6075,,,,,,
,Male 65-69 years,4806,4727,4675,,,,,,
,Male 70-74 years,3696,3710,3666,,,,,,
,Male 75-79 years,2238,2293,2387,,,,,,
,Male 80 years and older,2712,2893,3078,,,,,,
,Male under 1 year,7541,7605,7651,,,,,,
Sum of All Estimated ,,1016945,1030842,1044400,,,,,,
kz King Cetshwayo District Municipality,Female 00-04 years,65956,65135,64364,,,,,,
,Female 02-04 years,39918,39394,38914,,,,,,
,Female 05-09 years,66960,66841,66566,,,,,,
,Female 06-09 years,53521,53529,53383,,,,,,
,Female 1 year,13089,12922,12765,,,,,,
,Female 10-11 years,26139,26502,26694,,,,,,
,Female 10-14 years,62867,64213,65156,,,,,,
,Female 12 years,12740,13008,13178,,,,,,
,Female 13 years,12282,12611,12859,,,,,,
,Female 14 years,11706,12092,12425,,,,,,
,Female 15 years,11145,11584,11997,,,,,,
,Female 15-19 years,51219,53196,55337,,,,,,
,Female 16 years,10571,11073,11573,,,,,,
,Female 17 years,10097,10588,11107,,,,,,
,Female 18-19 years,19405,19951,20660,,,,,,
,Female 20-24 years,46145,45073,44700,,,,,,
,Female 25-29 years,47100,46783,45947,,,,,,
,Female 30-34 years,41482,42875,43238,,,,,,
,Female 35-39 years,32723,33487,34747,,,,,,
,Female 40-44 years,24966,25728,26842,,,,,,
,Female 45-49 years,19732,20326,20894,,,,,,
,Female 5 years,13439,13312,13184,,,,,,
,Female 50-54 years,16599,16560,16649,,,,,,
,Female 55-59 years,15125,15128,15113,,,,,,
,Female 60-64 years,12415,12748,12954,,,,,,
,Female 65-69 years,9557,9485,9561,,,,,,
,Female 70-74 years,7729,7820,7777,,,,,,
,Female 75-79 years,4640,4651,4872,,,,,,
,Female 80 years and older,5362,5374,5393,,,,,,
,Female under 1 year,12949,12819,12684,,,,,,
,Male 00-04 years,67751,67174,66679,,,,,,
,Male 02-04 years,40862,40450,40123,,,,,,
,Male 05-09 years,68110,68016,67812,,,,,,
,Male 06-09 years,54409,54425,54315,,,,,,
,Male 1 year,13485,13378,13283,,,,,,
,Male 10-11 years,26494,26838,26992,,,,,,
,Male 10-14 years,63483,64841,65756,,,,,,
,Male 12 years,12881,13140,13286,,,,,,
,Male 13 years,12374,12711,12958,,,,,,
,Male 14 years,11735,12151,12520,,,,,,
,Male 15 years,11109,11601,12083,,,,,,
,Male 15-19 years,50239,52540,55128,,,,,,
,Male 16 years,10471,11053,11659,,,,,,
,Male 17 years,9919,10498,11137,,,,,,
,Male 18-19 years,18740,19388,20249,,,,,,
,Male 20-24 years,42754,41498,40947,,,,,,
,Male 25-29 years,42402,42101,41232,,,,,,
,Male 30-34 years,35811,37844,38301,,,,,,
,Male 35-39 years,25741,26314,27932,,,,,,
,Male 40-44 years,19913,20463,21290,,,,,,
,Male 45-49 years,15318,15818,16297,,,,,,
,Male 5 years,13701,13591,13496,,,,,,
,Male 50-54 years,11844,11965,12155,,,,,,
,Male 55-59 years,9943,9918,9911,,,,,,
,Male 60-64 years,8251,8245,8216,,,,,,
,Male 65-69 years,6004,6074,6127,,,,,,
,Male 70-74 years,3731,3781,3825,,,,,,
,Male 75-79 years,2194,2184,2160,,,,,,
,Male 80 years and older,1760,1804,1852,,,,,,
,Male under 1 year,13404,13346,13273,,,,,,
Sum of All Estimated ,,2519356,2548800,2576927,,,,,,
kz Ugu District Municipality,Female 00-04 years,47481,46834,46186,,,,,,
,Female 02-04 years,28684,28388,28070,,,,,,
,Female 05-09 years,47908,48101,48128,,,,,,
,Female 06-09 years,38280,38504,38584,,,,,,
,Female 1 year,9440,9278,9124,,,,,,
,Female 10-11 years,18730,19017,19215,,,,,,
,Female 10-14 years,45223,46189,46957,,,,,,
,Female 12 years,9160,9340,9477,,,,,,
,Female 13 years,8857,9081,9269,,,,,,
,Female 14 years,8476,8750,8996,,,,,,
,Female 15 years,8116,8435,8733,,,,,,
,Female 15-19 years,38103,39461,40892,,,,,,
,Female 16 years,7752,8128,8487,,,,,,
,Female 17 years,7486,7848,8210,,,,,,
,Female 18-19 years,14750,15049,15462,,,,,,
,Female 20-24 years,37701,36202,35366,,,,,,
,Female 25-29 years,42456,42193,41340,,,,,,
,Female 30-34 years,37800,39415,40066,,,,,,
,Female 35-39 years,27465,29068,30985,,,,,,
,Female 40-44 years,17999,18955,20390,,,,,,
,Female 45-49 years,14015,14369,14779,,,,,,
,Female 5 years,9628,9597,9544,,,,,,
,Female 50-54 years,12632,12425,12316,,,,,,
,Female 55-59 years,11969,11974,11914,,,,,,
,Female 60-64 years,10031,10197,10316,,,,,,
,Female 65-69 years,8324,8120,8044,,,,,,
,Female 70-74 years,7144,7061,6886,,,,,,
,Female 75-79 years,4337,4375,4512,,,,,,
,Female 80 years and older,2940,2818,2703,,,,,,
,Female under 1 year,9357,9168,8992,,,,,,
,Male 00-04 years,48684,48094,47528,,,,,,
,Male 02-04 years,29462,29180,28907,,,,,,
,Male 05-09 years,49307,49487,49532,,,,,,
,Male 06-09 years,39399,39612,39701,,,,,,
,Male 1 year,9665,9520,9384,,,,,,
,Male 10-11 years,19247,19539,19727,,,,,,
,Male 10-14 years,46403,47402,48165,,,,,,
,Male 12 years,9399,9585,9717,,,,,,
,Male 13 years,9078,9313,9501,,,,,,
,Male 14 years,8678,8965,9221,,,,,,
,Male 15 years,8298,8632,8949,,,,,,
,Male 15-19 years,38793,40254,41829,,,,,,
,Male 16 years,7915,8308,8695,,,,,,
,Male 17 years,7627,8009,8404,,,,,,
,Male 18-19 years,14954,15304,15781,,,,,,
,Male 20-24 years,37891,36515,35767,,,,,,
,Male 25-29 years,42889,42435,41490,,,,,,
,Male 30-34 years,38327,40615,41221,,,,,,
,Male 35-39 years,25265,26918,29430,,,,,,
,Male 40-44 years,15115,16244,17824,,,,,,
,Male 45-49 years,9967,10424,10975,,,,,,
,Male 5 years,9907,9874,9831,,,,,,
,Male 50-54 years,7482,7457,7506,,,,,,
,Male 55-59 years,6244,6185,6114,,,,,,
,Male 60-64 years,4992,4871,4761,,,,,,
,Male 65-69 years,3887,3692,3521,,,,,,
,Male 70-74 years,2767,2630,2456,,,,,,
,Male 75-79 years,1444,1355,1278,,,,,,
,Male 80 years and older,1140,1072,1007,,,,,,
,Male under 1 year,9557,9394,9237,,,,,,
Sum of All Estimated ,,1156027,1169225,1181402,,,,,,
kz uMgungundlovu District Municipality,Female 00-04 years,61470,60451,59458,,,,,,
,Female 02-04 years,37448,36896,36347,,,,,,
,Female 05-09 years,65334,65157,64788,,,,,,
,Female 06-09 years,52495,52440,52210,,,,,,
,Female 1 year,12103,11875,11659,,,,,,
,Female 10-11 years,26501,26747,26848,,,,,,
,Female 10-14 years,64524,65731,66535,,,,,,
,Female 12 years,13118,13320,13441,,,,,,
,Female 13 years,12725,13038,13265,,,,,,
,Female 14 years,12180,12626,12981,,,,,,
,Female 15 years,11659,12229,12705,,,,,,
,Female 15-19 years,54304,57268,59969,,,,,,
,Female 16 years,11134,11845,12449,,,,,,
,Female 17 years,10710,11450,12100,,,,,,
,Female 18-19 years,20801,21744,22715,,,,,,
,Female 20-24 years,51571,50747,50871,,,,,,
,Female 25-29 years,58983,58973,58461,,,,,,
,Female 30-34 years,55756,57883,58662,,,,,,
,Female 35-39 years,45932,47181,49247,,,,,,
,Female 40-44 years,36248,37588,39446,,,,,,
,Female 45-49 years,28239,29440,30620,,,,,,
,Female 5 years,12839,12716,12578,,,,,,
,Female 50-54 years,22337,22731,23295,,,,,,
,Female 55-59 years,18884,19196,19514,,,,,,
,Female 60-64 years,15872,15900,15975,,,,,,
,Female 65-69 years,12837,12910,12971,,,,,,
,Female 70-74 years,9074,9278,9427,,,,,,
,Female 75-79 years,4935,5050,5259,,,,,,
,Female 80 years and older,2938,2794,2656,,,,,,
,Female under 1 year,11920,11680,11452,,,,,,
,Male 00-04 years,63436,62376,61336,,,,,,
,Male 02-04 years,38561,38025,37478,,,,,,
,Male 05-09 years,67000,66876,66555,,,,,,
,Male 06-09 years,53813,53796,53604,,,,,,
,Male 1 year,12513,12267,12034,,,,,,
,Male 10-11 years,27093,27328,27437,,,,,,
,Male 10-14 years,65689,66907,67758,,,,,,
,Male 12 years,13378,13569,13693,,,,,,
,Male 13 years,12922,13241,13478,,,,,,
,Male 14 years,12295,12770,13150,,,,,,
,Male 15 years,11698,12317,12828,,,,,,
,Male 15-19 years,53713,57027,59981,,,,,,
,Male 16 years,11098,11880,12530,,,,,,
,Male 17 years,10595,11418,12122,,,,,,
,Male 18-19 years,20322,21413,22501,,,,,,
,Male 20-24 years,49420,48727,49073,,,,,,
,Male 25-29 years,57739,57405,56640,,,,,,
,Male 30-34 years,54819,57807,58499,,,,,,
,Male 35-39 years,42266,43240,45917,,,,,,
,Male 40-44 years,33735,34901,36555,,,,,,
,Male 45-49 years,25274,26660,27950,,,,,,
,Male 5 years,13188,13080,12950,,,,,,
,Male 50-54 years,17842,18410,19187,,,,,,
,Male 55-59 years,13619,13922,14250,,,,,,
,Male 60-64 years,10339,10308,10337,,,,,,
,Male 65-69 years,7639,7604,7549,,,,,,
,Male 70-74 years,4774,4802,4792,,,,,,
,Male 75-79 years,2225,2241,2270,,,,,,
,Male 80 years and older,890,827,766,,,,,,
,Male under 1 year,12363,12084,11824,,,,,,
Sum of All Estimated ,,1675129,1700112,1722948,,,,,,
kz Umkhanyakude District Municipality,Female 00-04 years,46079,46001,46045,,,,,,
,Female 02-04 years,28039,27666,27445,,,,,,
,Female 05-09 years,46647,46332,46019,,,,,,
,Female 06-09 years,37208,37058,36865,,,,,,
,Female 1 year,9114,9172,9240,,,,,,
,Female 10-11 years,17864,18280,18497,,,,,,
,Female 10-14 years,42778,44083,44939,,,,,,
,Female 12 years,8641,8960,9151,,,,,,
,Female 13 years,8323,8634,8854,,,,,,
,Female 14 years,7950,8208,8437,,,,,,
,Female 15 years,7586,7797,8039,,,,,,
,Female 15-19 years,35414,35904,36883,,,,,,
,Female 16 years,7209,7375,7633,,,,,,
,Female 17 years,6937,7046,7286,,,,,,
,Female 18-19 years,13681,13686,13925,,,,,,
,Female 20-24 years,34425,33458,32680,,,,,,
,Female 25-29 years,34923,34535,33836,,,,,,
,Female 30-34 years,30829,32069,32415,,,,,,
,Female 35-39 years,22811,23795,25098,,,,,,
,Female 40-44 years,16092,16842,17885,,,,,,
,Female 45-49 years,13299,13395,13611,,,,,,
,Female 5 years,9440,9274,9154,,,,,,
,Female 50-54 years,11844,12066,12192,,,,,,
,Female 55-59 years,9859,9966,10131,,,,,,
,Female 60-64 years,8002,8345,8591,,,,,,
,Female 65-69 years,5779,5884,6080,,,,,,
,Female 70-74 years,4471,4551,4590,,,,,,
,Female 75-79 years,3113,3021,3056,,,,,,
,Female 80 years and older,4138,4191,4248,,,,,,
,Female under 1 year,8926,9162,9359,,,,,,
,Male 00-04 years,47387,47297,47343,,,,,,
,Male 02-04 years,28802,28447,28256,,,,,,
,Male 05-09 years,47930,47610,47306,,,,,,
,Male 06-09 years,38236,38074,37879,,,,,,
,Male 1 year,9380,9430,9493,,,,,,
,Male 10-11 years,18359,18735,18910,,,,,,
,Male 10-14 years,43817,45087,45888,,,,,,
,Male 12 years,8866,9163,9328,,,,,,
,Male 13 years,8509,8819,9030,,,,,,
,Male 14 years,8083,8370,8620,,,,,,
,Male 15 years,7666,7936,8224,,,,,,
,Male 15-19 years,35199,36116,37463,,,,,,
,Male 16 years,7238,7495,7826,,,,,,
,Male 17 years,6906,7121,7450,,,,,,
,Male 18-19 years,13388,13565,13963,,,,,,
,Male 20-24 years,32651,31766,31154,,,,,,
,Male 25-29 years,33455,32909,32082,,,,,,
,Male 30-34 years,29313,31142,31546,,,,,,
,Male 35-39 years,18970,20143,21997,,,,,,
,Male 40-44 years,11373,12388,13663,,,,,,
,Male 45-49 years,7546,7803,8207,,,,,,
,Male 5 years,9694,9536,9427,,,,,,
,Male 50-54 years,6334,6354,6378,,,,,,
,Male 55-59 years,5441,5449,5454,,,,,,
,Male 60-64 years,4309,4407,4472,,,,,,
,Male 65-69 years,3012,3041,3098,,,,,,
,Male 70-74 years,2112,2102,2089,,,,,,
,Male 75-79 years,1388,1356,1332,,,,,,
,Male 80 years and older,1737,1768,1803,,,,,,
,Male under 1 year,9205,9420,9594,,,,,,
Sum of All Estimated ,,1047727,1059605,1071459,,,,,,
kz Umzinyathi District Municipality,Female 00-04 years,36810,37374,38063,,,,,,
,Female 02-04 years,22175,22116,22230,,,,,,
,Female 05-09 years,36391,36181,36064,,,,,,
,Female 06-09 years,29011,28906,28833,,,,,,
,Female 1 year,7345,7554,7769,,,,,,
,Female 10-11 years,14028,14369,14548,,,,,,
,Female 10-14 years,33896,34923,35576,,,,,,
,Female 12 years,6842,7105,7255,,,,,,
,Female 13 years,6635,6879,7043,,,,,,
,Female 14 years,6390,6570,6730,,,,,,
,Female 15 years,6156,6281,6441,,,,,,
,Female 15-19 years,29462,29531,30075,,,,,,
,Female 16 years,5909,5983,6149,,,,,,
,Female 17 years,5761,5777,5921,,,,,,
,Female 18-19 years,11637,11491,11564,,,,,,
,Female 20-24 years,30578,29543,28621,,,,,,
,Female 25-29 years,31096,31087,30702,,,,,,
,Female 30-34 years,26149,27495,28130,,,,,,
,Female 35-39 years,18290,19338,20658,,,,,,
,Female 40-44 years,12225,12810,13696,,,,,,
,Female 45-49 years,9802,9966,10176,,,,,,
,Female 5 years,7380,7275,7230,,,,,,
,Female 50-54 years,8934,8810,8734,,,,,,
,Female 55-59 years,8052,8153,8184,,,,,,
,Female 60-64 years,7024,6896,6831,,,,,,
,Female 65-69 years,6533,6450,6353,,,,,,
,Female 70-74 years,5340,5344,5317,,,,,,
,Female 75-79 years,3639,3660,3711,,,,,,
,Female 80 years and older,3685,3652,3625,,,,,,
,Female under 1 year,7291,7704,8064,,,,,,
,Male 00-04 years,38403,38987,39703,,,,,,
,Male 02-04 years,23092,23050,23185,,,,,,
,Male 05-09 years,37794,37621,37532,,,,,,
,Male 06-09 years,30122,30047,29996,,,,,,
,Male 1 year,7673,7885,8105,,,,,,
,Male 10-11 years,14525,14884,15068,,,,,,
,Male 10-14 years,34938,36039,36750,,,,,,
,Male 12 years,7061,7335,7490,,,,,,
,Male 13 years,6820,7082,7262,,,,,,
,Male 14 years,6531,6738,6930,,,,,,
,Male 15 years,6250,6412,6618,,,,,,
,Male 15-19 years,29336,29627,30457,,,,,,
,Male 16 years,5959,6078,6307,,,,,,
,Male 17 years,5752,5819,6032,,,,,,
,Male 18-19 years,11375,11318,11500,,,,,,
,Male 20-24 years,28608,27671,26796,,,,,,
,Male 25-29 years,28432,28361,27951,,,,,,
,Male 30-34 years,23762,25516,26176,,,,,,
,Male 35-39 years,14601,15695,17349,,,,,,
,Male 40-44 years,8094,8850,9850,,,,,,
,Male 45-49 years,5052,5218,5486,,,,,,
,Male 5 years,7672,7574,7536,,,,,,
,Male 50-54 years,4116,4043,3992,,,,,,
,Male 55-59 years,3506,3467,3409,,,,,,
,Male 60-64 years,2933,2783,2668,,,,,,
,Male 65-69 years,2400,2319,2208,,,,,,
,Male 70-74 years,1614,1548,1482,,,,,,
,Male 75-79 years,1130,1071,988,,,,,,
,Male 80 years and older,1056,1073,1092,,,,,,
,Male under 1 year,7638,8051,8413,,,,,,
Sum of All Estimated ,,850711,861385,872624,,,,,,
kz Uthukela District Municipality,Female 00-04 years,50665,50215,49750,,,,,,
,Female 02-04 years,30288,30118,29922,,,,,,
,Female 05-09 years,50413,50574,50607,,,,,,
,Female 06-09 years,40322,40489,40548,,,,,,
,Female 1 year,10153,10033,9915,,,,,,
,Female 10-11 years,19982,20147,20249,,,,,,
,Female 10-14 years,48488,49165,49700,,,,,,
,Female 12 years,9835,9941,10018,,,,,,
,Female 13 years,9536,9701,9839,,,,,,
,Female 14 years,9135,9377,9595,,,,,,
,Female 15 years,8748,9059,9351,,,,,,
,Female 15-19 years,40377,41965,43570,,,,,,
,Female 16 years,8355,8748,9119,,,,,,
,Female 17 years,8006,8412,8807,,,,,,
,Female 18-19 years,15267,15745,16294,,,,,,
,Female 20-24 years,35348,34618,34388,,,,,,
,Female 25-29 years,35707,35589,35078,,,,,,
,Female 30-34 years,31605,32748,33111,,,,,,
,Female 35-39 years,24430,25315,26528,,,,,,
,Female 40-44 years,17597,18332,19376,,,,,,
,Female 45-49 years,14006,14246,14559,,,,,,
,Female 5 years,10091,10085,10059,,,,,,
,Female 50-54 years,12302,12287,12289,,,,,,
,Female 55-59 years,11023,11015,11014,,,,,,
,Female 60-64 years,9594,9608,9597,,,,,,
,Female 65-69 years,7855,7806,7792,,,,,,
,Female 70-74 years,5972,6034,6032,,,,,,
,Female 75-79 years,3516,3569,3693,,,,,,
,Female 80 years and older,2721,2673,2629,,,,,,
,Female under 1 year,10225,10065,9913,,,,,,
,Male 00-04 years,52372,51867,51349,,,,,,
,Male 02-04 years,31242,31072,30875,,,,,,
,Male 05-09 years,51939,52112,52137,,,,,,
,Male 06-09 years,41545,41718,41764,,,,,,
