level,category,rule,sentiment,updated_at
5,E-Commerce,"Toilet Paper, sanitary pads, sanitary tampons, condoms",1,1589195980
5,E-Commerce,"Hand sanitiser, disinfectants, soap, alcohol for industrial use, household cleaning products, and personal protective equipment",1,1589195980
5,E-Commerce,"Products for the care of babies and toddlers",1,1589195980
5,E-Commerce,"Personal toiletries, including haircare, body and face care products, roll-ons, deodorants, and dental care products",1,1589195980
5,E-Commerce,"Medical and Hospital Supplies, medicine, equipment and personal protective equipment",1,1589195980
5,E-Commerce,"Fuel, including coal, wood, paraffin and gas",1,1589195980
5,E-Commerce,"Airtime and electricity",1,1589195980
5,E-Commerce,"Hardware, components and supplies required by any qualified tradespersons solely for the purpose of emergency repairs at residential homes, or for any project related to the provision of water, electricity or other essential services",1,1589195980
5,E-Commerce,"Components for vehicles undergoing emergency repairs where such vehicle is used by a person engaged in essential services work",1,1589195980
5,E-Commerce,"Chemicals, packaging and ancillary products used in the production of any these products",1,1589195980
5,E-Commerce,"Textiles required to produce face masks, and other personal protective equipment",1,1589195980
5,E-Commerce,"Children’s clothing",1,1589195980
5,E-Commerce,"Winter clothing bedding and heaters",1,1589195980
5,E-Commerce,"ICT equipment to facilitate work-from-home arrangements including computers, mobile telephones and other home office equipment",1,1589195980
1,"Call Centres","Employees should work from home where possible",1,1589195980
1,"Call Centres","Call centres services allowed",1,1589195980
2,"Call Centres","Restrictions apply to call centre operations which support non-essential services",0,1589195980
2,"Call Centres","Employees should work from home where possible",1,1589195980
2,"Call Centres","Call centres, for local and international markets, may operate subject to directions issues by the relevant cabinet members",1,1589195980
3,"Call Centres","Restrictions apply to call centre operations which support non-essential services",0,1589195980
3,"Call Centres","Employees should work from home where possible",1,1589195980
3,"Call Centres","Call centres, for local and international markets, may operate subject to directions issues by the relevant cabinet members",1,1589195980
4,"Call Centres","Restrictions apply to call centre operations which support non-essential services",0,1589195980
4,"Call Centres","Employees should work from home where possible",1,1589195980
4,"Call Centres","Call centres, for local and international markets, may operate subject to directions issues by the relevant cabinet members",1,1589195980
5,"Call Centres","Restrictions apply to call centre operations which support non-essential services",0,1589195980
5,"Call Centres","Employees should work from home where possible",1,1589195980
5,"Call Centres","Local and international call centres required to provide health, safety, social support, goverment and financial services",1,1589195980
1,Construction,"All construction projects allowed",1,1589195980
2,Construction,"Restrictions apply to construction activities that are not listed below",0,1589195980
2,Construction,"Civil engineering for public works projects (including water, energy, sanitation)",1,1589195980
2,Construction,"Critical public works construction",1,1589195980
2,Construction,"Road and bridge projects",1,1589195980
2,Construction,"Other public works civil engineering projects",1,1589195980
2,Construction,"Commercial building projects",1,1589195980
2,Construction,"Private residential projects",1,1589195980
2,Construction,"Critical maintenance and repairs",1,1589195980
3,Construction,"Restrictions apply to construction activities that are not listed below",0,1589195980
3,Construction,"Private residential construction projects are not allowed",0,1589195980
3,Construction,"Civil engineering for public works projects (including water, energy, sanitation)",1,1589195980
3,Construction,"Critical public works construction",1,1589195980
3,Construction,"Road and bridge projects",1,1589195980
3,Construction,"Other public works civil engineering projects",1,1589195980
3,Construction,"Commercial building projects",1,1589195980
3,Construction,"Critical maintenance and repairs",1,1589195980
4,Construction,"All non-critical construction work is not allowed",0,1589195980
4,Construction,"Private residential construction projects are not allowed",0,1589195980
4,Construction,"Commercial building projects are not allowed",0,1589195980
4,Construction,"Civil engineering for public works projects (including water, energy, sanitation)",1,1589195980
4,Construction,"Critical public works construction",1,1589195980
4,Construction,"Road and bridge projects",1,1589195980
4,Construction,"Other public works civil engineering projects",1,1589195980
4,Construction,"Critical maintenance and repairs",1,1589195980
5,Construction,"All non-critical construction work is not allowed",0,1589195980
5,Construction,"Private residential construction projects are not allowed",0,1589195980
5,Construction,"Commercial building projects are not allowed",0,1589195980
5,Construction,"Civil engineering for public works projects (including water, energy, sanitation)",1,1589195980
5,Construction,"Critical public works construction",1,1589195980
5,Construction,"Critical maintenance and repairs",1,1589195980
1,Agriculture,"All agriculture, hunting, forestry, fishing and related services allowed",1,1589195980
2,Agriculture,"All agriculture, hunting, forestry, fishing and related services allowed",1,1589195980
3,Agriculture,"All agriculture, hunting, forestry, fishing and related services allowed",1,1589195980
4,Agriculture,"Restrictions and conditions apply to operation of agricultural activities",0,1589195980
4,Agriculture,"All agriculture, hunting, forestry and fishing, bee-keeping, including preparation, cultivation, harvesting, storage, transport of live animals and auctions (subject to health directions)",1,1589195980
4,Agriculture,"All related agricultural infrastructure and services (including research, inspection, certification and quality control",1,1589195980
4,Agriculture,"All fishing, operation of fish hatcheries and fish farms, on conditions issued by cabinet members responsible for envionrment, forestry and fishery",1,1589195980
4,Agriculture,"Harvesting and storage activities essential to prevent the wastage of primary agriculture, fishing and forestry goods",1,1589195980
4,Agriculture,"Export of all agricultural, agro-processed, fishing and forestry products",1,1589195980
5,Agriculture,"Restrictions and conditions apply to operation of agricultural activities",0,1589195980
5,Agriculture,"Food-related agriculture, livestock, transport of live animals and auctions (subject to health directions) and related agricultural services",1,1589195980
5,Agriculture,"All fishing, operation of fish hatcheries and fish farms",1,1589195980
5,Agriculture,"Harvesting and storage activities essential to prevent the wastage of primary agricultural goods",1,1589195980
5,Agriculture,"All agricultural products will be allowed to be exported",1,1589195980
1,Alcohol,"Alcohol sale and on-premise consumption allowed with restrictions",1,1589195980
2,Alcohol,"Alcohol sale and on-premise consumption allowed with restrictions",1,1589195980
3,Alcohol,"No consumption on premises",0,1589195980
3,Alcohol,"Alcohol sale allowed with restrictions",1,1589195980
3,Alcohol,"Off-premises consumption of alcohol subject to limited hours and subject to industry approved plan on social distance and quantitative restrictions",1,1589195980
4,Alcohol," No sale of liquor allowed",0,1589195980
5,Alcohol," No sale of liquor allowed",0,1589195980
1,"Laundry Services","Laundry and dry-cleaning services allowed",1,1589195980
2,"Laundry Services","Laundry and dry-cleaning services allowed",1,1589195980
3,"Laundry Services","Laundry and dry-cleaning services allowed",1,1589195980
4,"Laundry Services","Laundry and dry-cleaning services forbidden",0,1589195980
5,"Laundry Services","Laundry and dry-cleaning services forbidden",0,1589195980
1,Flights,"International and Domestic Air Travel allowed",1,1589195980
2,Flights,"No International Air Travel (except South Africans returning home and foreign nationals leaving South Africa)",0,1589195980
2,Flights,"Limited Domestic Air Travel",1,1589195980
3,Flights,"No International Air Travel (except South Africans returning home and foreign nationals leaving South Africa)",0,1589195980
3,Flights,"Limited Domestic Air Travel",1,1589195980
4,Flights,"No passenger air travel (Domestic & International)",0,1589195980
4,Flights,"Except for repatriation of South African nationals and foreign citizens leaving South Africa",1,1589195980
4,Flights,"South Africans returning home must be quarantined for 14 days before returning to their families or work",1,1589195980
5,Flights,"No passenger air travel (Domestic & International)",0,1589195980
5,Flights,"Except for repatriation of South African nationals and foreign citizens leaving South Africa",1,1589195980
5,Flights,"South Africans returning home must be quarantined for 14 days before returning to their families or work",1,1589195980
1,"Domestic Travel","No recreational travel or to meet friends or family.",0,1589195980
1,"Domestic Travel","No limitation on personal movement but persons are encouraged to limit movement to essential travel",1,1589195980
1,"Domestic Travel","Inter-provincial travel allowed",1,1589195980
1,"Domestic Travel","Limited domestic air travel",1,1589195980
1,"Domestic Travel","Mandatory use of cloth masks (including home-made ones to cover nose and mouth) and ensure hand hygiene when in public.",1,1589195980
1,"Domestic Travel","Social distancing when using public and private transport, as per transport guidelines",1,1589195980
2,"Domestic Travel","No recreational travel or to meet friends or family.",0,1589195980
2,"Domestic Travel","Inter-provincial travel allowed",1,1589195980
2,"Domestic Travel","Limited domestic air travel",1,1589195980
2,"Domestic Travel","Stay at home, other than essential travel for work and to purchase essential goods.",1,1589195980
2,"Domestic Travel","Mandatory use of cloth masks (including home-made ones to cover nose and mouth) and ensure hand hygiene when in public.",1,1589195980
2,"Domestic Travel","Social distancing when using public and private transport, as per transport guidelines",1,1589195980
3,"Domestic Travel","Interprovincial travel is not allowed except to return to work with proof of employment; for movement of learners, with permit; in exceptional circumstances such as funerals (with approval) or essential services.",0,1589195980
3,"Domestic Travel","No recreational travel or to meet friends or family.",0,1589195980
3,"Domestic Travel","No passenger air or sea travel",0,1589195980
3,"Domestic Travel","Stay at home, other than essential travel for work and to purchase essential goods.",1,1589195980
3,"Domestic Travel","Mandatory use of cloth masks (including home-made ones to cover nose and mouth) and ensure hand hygiene when in public.",1,1589195980
3,"Domestic Travel","Emergencies for medical reasons.",1,1589195980
3,"Domestic Travel","Those who have an exemption to travel for funerals",1,1589195980
3,"Domestic Travel","Social distancing when using public and private transport, as per transport guidelines",1,1589195980
4,"Domestic Travel","Interprovincial travel is not allowed except to return to work with proof of employment; for movement of learners, with permit; in exceptional circumstances such as funerals (with approval) or essential services.",0,1589195980
4,"Domestic Travel","No recreational travel or to meet friends or family.",0,1589195980
4,"Domestic Travel","No passenger air or sea travel",0,1589195980
4,"Domestic Travel","Stay at home, other than essential travel for work and to purchase essential goods.",1,1589195980
4,"Domestic Travel","Mandatory use of cloth masks (including home-made ones to cover nose and mouth) and ensure hand hygiene when in public.",1,1589195980
4,"Domestic Travel","Emergencies for medical reasons.",1,1589195980
4,"Domestic Travel","Travel to funerals is allowed by exception for close relatives. A 50-person limit applies and night vigils are not allowed.",1,1589195980
4,"Domestic Travel","Social distancing when using public and private transport, as per transport guidelines",1,1589195980
5,"Domestic Travel","Interprovincial travel is not allowed except to return to work with proof of employment; for movement of learners, with permit; in exceptional circumstances such as funerals (with approval) or essential services.",0,1589195980
5,"Domestic Travel","No recreational travel or to meet friends or family.",0,1589195980
5,"Domestic Travel","No passenger air or sea travel",0,1589195980
5,"Domestic Travel","Stay at home, other than essential travel for work and to purchase essential goods.",1,1589195980
5,"Domestic Travel","Mandatory use of cloth masks (including home-made ones to cover nose and mouth) and ensure hand hygiene when in public.",1,1589195980
5,"Domestic Travel","Emergencies for medical reasons.",1,1589195980
5,"Domestic Travel","Travel to funerals is allowed by exception for close relatives. A 50-person limit applies and night vigils are not allowed.",1,1589195980
5,"Domestic Travel","Social distancing when using public and private transport, as per transport guidelines",1,1589195980
1,Accommodation,"Normal services resumed",1,1589195980
2,Accommodation,"Business travel only",1,1589195980
3,Accommodation,"Closed with the exception of isolation, quarantine accomodation allowed",0,1589195980
4,Accommodation,"Closed with the exception of isolation, quarantine accomodation allowed",0,1589195980
5,Accommodation,"Closed with the exception of isolation, quarantine accomodation allowed",0,1589195980
1,Tobacco,"Sale of tobacco will be allowed",1,1589195980
2,Tobacco,"Sale of tobacco will be allowed",1,1589195980
3,Tobacco,"Sale of tobacco will be allowed",1,1589195980
4,Tobacco,"Sale of tobacco forbidden",0,1589195980
5,Tobacco,"Sale of tobacco forbidden",0,1589195980
1,Bars,"Bars and shebeens closed",0,1589195980
2,Bars,"Bars and shebeens closed",0,1589195980
3,Bars,"Bars and shebeens closed",0,1589195980
4,Bars,"Bars and shebeens closed",0,1589195980
5,Bars,"Bars and shebeens closed",0,1589195980
1,Conferences,"Conference and convention centres closed",0,1589195980
2,Conferences,"Conference and convention centres closed",0,1589195980
3,Conferences,"Conference and convention centres closed",0,1589195980
4,Conferences,"Conference and convention centres closed",0,1589195980
5,Conferences,"Conference and convention centres closed",0,1589195980
1,"Entertainment & Sports Events","Entertainment venues and Sporting events are prohibited",0,1589195980
2,"Entertainment & Sports Events","Entertainment venues and Sporting events are prohibited",0,1589195980
3,"Entertainment & Sports Events","Entertainment venues and Sporting events are prohibited",0,1589195980
4,"Entertainment & Sports Events","Entertainment venues and Sporting events are prohibited",0,1589195980
5,"Entertainment & Sports Events","Entertainment venues and Sporting events are prohibited",0,1589195980
1,"Cultural & Religious","Religious, cultural and social gatherings are prohibited",0,1589195980
2,"Cultural & Religious","Religious, cultural and social gatherings are prohibited",0,1589195980
3,"Cultural & Religious","Religious, cultural and social gatherings are prohibited",0,1589195980
4,"Cultural & Religious","Religious, cultural and social gatherings are prohibited",0,1589195980
5,"Cultural & Religious","Religious, cultural and social gatherings are prohibited",0,1589195980
1,"Postal Services","All postal and courier services are allowed",1,1589195980
2,"Postal Services","General postal and courier services are forbidden",0,1589195980
2,"Postal Services","Postal and courier of medical and selected E-Commerce products",1,1589195980
3,"Postal Services","General postal and courier services are forbidden",0,1589195980
3,"Postal Services","Postal and courier of medical and selected E-Commerce products",1,1589195980
4,"Postal Services","Postal and courier services not permitted unless related to transport of medical products",0,1589195980
5,"Postal Services","Postal and courier services not permitted unless related to transport of medical products",0,1589195980
1,Beach,Unknown,0,1589195980
2,Beach,Unknown,0,1589195980
3,Beach,Unknown,0,1589195980
4,Beach,"Beach (including sunbathing, surfing, paddling, sailing, windsurfing, kiteboarding, fishing and diving activities are not allowed",0,1589195980
5,Beach,"Beach (including sunbathing, surfing, paddling, sailing, windsurfing, kiteboarding, fishing and diving activities are not allowed",0,1589195980
1,"Visiting Others","Restrictions apply to visiting others. Awaiting guidelines from government.",0,1589195980
1,"Visiting Others","Stay at home, other than essential travel for work and to purchase essential goods",1,1589195980
2,"Visiting Others","Restrictions apply to visiting others. Awaiting guidelines from government.",0,1589195980
2,"Visiting Others","Stay at home, other than essential travel for work and to purchase essential goods",1,1589195980
3,"Visiting Others","No recreational travel to meet friends or family",0,1589195980
3,"Visiting Others","Stay at home, other than essential travel for work and to purchase essential goods",1,1589195980
3,"Visiting Others","Movement of children between parents/caregivers (including interprovincial) is permitted (court order required)",1,1589195980
4,"Visiting Others","No recreational travel to meet friends or family",0,1589195980
4,"Visiting Others","Stay at home, other than essential travel for work and to purchase essential goods",1,1589195980
1,"Social Activity","Restrictions apply to selected social activities. Awaiting full guidelines",0,1589195980
1,"Social Activity","Recreational, cultural and sporting activities and facilities, re-opening subject to directions",1,1589195980
1,"Social Activity","No limitation on personal movement but persons are encouraged to limit movement to essential travel",1,1589195980
2,"Social Activity","All public gatherings are prohibited",0,1589195980
2,"Social Activity","No recreational travel to meet friends or family",0,1589195980
2,"Social Activity","Religious, cultural and social gatherings not allowed",0,1589195980
2,"Social Activity","Weddings are not allowed",0,1589195980
2,"Social Activity","Entertainment venues, including cinemas, theatres and concerts remain closed",0,1589195980
2,"Social Activity","Sporting events will not be allowed",0,1589195980
3,"Social Activity","All public gatherings are prohibited",0,1589195980
3,"Social Activity","No recreational travel to meet friends or family",0,1589195980
3,"Social Activity","Religious, cultural and social gatherings not allowed",0,1589195980
3,"Social Activity","Weddings are not allowed",0,1589195980
3,"Social Activity","Entertainment venues, including cinemas, theatres and concerts remain closed",0,1589195980
3,"Social Activity","Sporting events will not be allowed",0,1589195980
4,"Social Activity","All public gatherings are prohibited",0,1589195980
4,"Social Activity","No recreational travel to meet friends or family",0,1589195980
4,"Social Activity","Religious, cultural and social gatherings not allowed",0,1589195980
4,"Social Activity","Weddings are not allowed",0,1589195980
4,"Social Activity","Entertainment venues, including cinemas, theatres and concerts remain closed",0,1589195980
4,"Social Activity","Sporting events will not be allowed",0,1589195980
5,"Social Activity","All public gatherings are prohibited",0,1589195980
5,"Social Activity","No recreational travel to meet friends or family",0,1589195980
5,"Social Activity","Religious, cultural and social gatherings not allowed",0,1589195980
5,"Social Activity","Weddings are not allowed",0,1589195980
5,"Social Activity","Entertainment venues, including cinemas, theatres and concerts remain closed",0,1589195980
5,"Social Activity","Sporting events will not be allowed",0,1589195980
