date,YYYYMMDD,Tshwane	Cases,Tshwane	Recoveries,Tshwane	Deaths,Tshwane 1	Cases,Tshwane 2	Cases,Tshwane 3	Cases,Tshwane 4	Cases,Tshwane 5	Cases,Tshwane 6	Cases,Tshwane 7	Cases,Tswhane Unallocated	Cases,Tshwane 1	Recoveries,Tshwane 2	Recoveries,Tshwane 3	Recoveries,Tshwane 4	Recoveries,Tshwane 5	Recoveries,Tshwane 6	Recoveries,Tshwane 7	Recoveries,source,Comment
04-04-2021,20210404,109604,105936,2990,26439,8613,34163,15772,2051,20043,2523,0,25511,8151,33058,15445,1992,19348,2431,GDOH Media Release,
05-04-2021,20210405,109652,106015,2992,26447,8616,34183,15776,2051,20055,2524,0,25518,8153,33092,15465,1994,19361,2432,GDOH Media Release,
06-04-2021,20210406,109702,106095,2993,26458,8618,34199,15781,2051,20071,2524,0,25529,8161,33127,15477,1994,19373,2434,GDOH Media Release,
07-04-2021,20210407,109742,106144,2993,26463,8620,34206,15794,2051,20083,2525,0,25538,8165,33144,15486,1995,19382,2434,GDOH Media Release,
08-04-2021,20210408,109859,106186,2993,26481,8631,34253,15809,2053,20101,2531,0,25542,8174,33161,15492,1995,19387,2435,GDOH Media Release,
09-04-2021,20210409,109948,106306,2993,26495,8642,34283,15826,2055,20112,2535,0,25557,8184,33220,15510,1998,19401,2436,GDOH Media Release,
10-04-2021,20210410,110055,106390,2993,26520,8650,34310,15847,2058,20130,2540,0,25565,8192,33261,15522,2000,19414,2436,GDOH Media Release,
11-04-2021,20210411,110146,106477,2998,26531,8655,34347,15861,2060,20151,2541,0,25585,8197,33294,15531,2003,19427,2440,GDOH Media Release,
12-04-2021,20210412,110201,106566,2998,26535,8664,34368,15870,2060,20161,2543,0,25594,8213,33329,15548,2003,19437,2442,GDOH Media Release,
13-04-2021,20210413,110266,106598,3002,26539,8669,34395,15880,2061,20177,2545,0,25595,8215,33340,15557,2003,19446,2442,GDOH Media Release,
14-04-2021,20210414,110378,106649,3005,26559,8674,34425,15901,2062,20208,2549,0,25601,8221,33359,15566,2003,19457,2442,GDOH Media Release,Dsts for Emfuleni and Mogale City incorrect
15-04-2021,20210415,110457,106677,3008,26572,8679,34455,15911,2063,20226,2551,0,25611,8221,33367,15570,2002,19464,2442,GDOH Media Release,
16-04-2021,20210416,110526,106722,3009,26583,8681,34482,15921,2065,20240,2554,0,25617,8226,33383,15573,2001,19480,2442,GDOH Media Release,
17-04-2021,20210417,110639,106833,3010,26603,8690,34518,15947,2066,20257,2558,0,25634,8234,33423,15596,2003,19498,2445,GDOH Media Release,
18-04-2021,20210418,110697,106924,3011,26617,8692,34536,15954,2067,20271,2560,0,25649,8238,33461,15608,2005,19511,2452,GDOH Media Release,
19-04-2021,20210419,110716,107019,3011,26621,8693,34544,15956,2067,20275,2560,0,25670,8247,33483,15626,2007,19531,2455,GDOH Media Release,
20-04-2021,20210420,110756,107117,3014,26627,8699,34556,15967,2067,20279,2561,0,25681,8256,33523,15645,2009,19544,2459,GDOH Media Release,
21-04-2021,20210421,110824,107151,3018,26630,8697,34597,15981,2067,20289,2563,0,25680,8258,33533,15655,2010,19556,2459,GDOH Media Release,
22-04-2021,20210422,110911,107169,3031,26640,8703,34632,15999,2068,20304,2565,0,25678,8259,33542,15661,2010,19560,2459,GDOH Media Release,
23-04-2021,20210423,111000,107295,3031,26650,8707,34661,16025,2070,20319,2568,0,25699,8269,33580,15681,2012,19590,2464,GDOH Media Release,
24-04-2021,20210424,111075,107390,3035,26665,8709,34684,16039,2072,20336,2570,0,25713,8274,33612,15696,2012,19617,2466,GDOH Media Release,
25-04-2021,20210425,111152,107473,3038,26675,8711,34716,16048,2073,20358,2571,0,25722,8278,33651,15705,2015,19634,2468,GDOH Media Release,
26-04-2021,20210426,111185,107558,3038,26683,8713,34726,16054,2073,20363,2573,0,25739,8282,33680,15722,2015,19649,2471,GDOH Media Release,
27-04-2021,20210427,111241,107633,3041,26696,8714,34742,16068,2074,20373,2574,0,25754,8285,33704,15735,2017,19663,2475,GDOH Media Release,
28-04-2021,20210428,111311,107635,3042,26711,8722,34771,16074,2074,20382,2577,0,25758,8284,33709,15729,2017,19663,2475,GDOH Media Release,
29-04-2021,20210429,111383,107659,3046,26724,8729,34786,16090,2075,20396,2583,0,25760,8287,33720,15733,2017,19668,2474,GDOH Media Release,
30-04-2021,20210430,111491,107743,3047,26728,8750,34819,16112,2076,20419,2587,0,25774,8294,33751,15752,2017,19679,2476,GDOH Media Release,
01-05-2021,20210501,111594,107805,3051,26742,8751,34846,16149,2077,20441,2588,0,25774,8294,33782,15766,2018,19692,2479,GDOH Media Release,
02-05-2021,20210502,111675,107878,3051,26751,8755,34875,16162,2077,20465,2590,0,25787,8301,33803,15784,2019,19704,2480,GDOH Media Release,
03-05-2021,20210503,111718,107971,3054,26753,8763,34889,16173,2079,20471,2590,0,25800,8301,33835,15803,2022,19727,2483,GDOH Media Release,
04-05-2021,20210504,111818,108045,3055,26760,8772,34912,16196,2083,20503,2592,0,25809,8304,33865,15817,2023,19743,2484,GDOH Media Release,
05-05-2021,20210505,111954,108068,3059,26775,8789,34937,16233,2083,20537,2600,0,25814,8304,33868,15824,2023,19750,2485,GDOH Media Release,
06-05-2021,20210506,112122,108090,3063,26795,8810,34977,16277,2085,20574,2604,0,25820,8305,33876,15827,2023,19753,2486,GDOH Media Release,
07-05-2021,20210507,112390,108202,3069,26809,8836,35076,16340,2091,20632,2606,0,25843,8311,33913,15850,2024,19772,2489,GDOH Media Release,
08-05-2021,20210508,112564,108236,3073,26826,8852,35131,16379,2094,20667,2615,0,25848,8314,33929,15854,2024,19776,2491,GDOH Media Release,
09-05-2021,20210509,112688,108351,3077,26843,8865,35165,16408,2095,20693,2619,0,25860,8324,33966,15877,2025,19800,2499,GDOH Media Release,
10-05-2021,20210510,112774,108474,3080,26855,8874,35196,16429,2097,20703,2620,0,25871,8339,34003,15912,2027,19822,2500,GDOH Media Release,
11-05-2021,20210511,112918,108570,3083,26868,8887,35232,16468,2100,20741,2622,0,25885,8342,34038,15932,2027,19845,2501,GDOH Media Release,
12-05-2021,20210512,113194,108628,3085,26897,8910,35317,16534,2106,20806,2624,0,25887,8346,34060,15945,2028,19862,2500,GDOH Media Release,
13-05-2021,20210513,113581,108671,3091,26926,8937,35448,16627,2112,20906,2625,0,25890,8354,34068,15954,2030,19876,2499,GDOH Media Release,
14-05-2021,20210514,113923,108836,3094,26958,8960,35549,16711,2116,21002,2627,0,25909,8366,34111,15993,2033,19917,2507,GDOH Media Release,
15-05-2021,20210515,114203,108994,3097,26983,8982,35637,16770,2119,21081,2631,0,25923,8390,34155,16028,2036,19951,2511,GDOH Media Release,
16-05-2021,20210516,114434,109181,3097,27014,8998,35717,16814,2124,21133,2634,0,25938,8409,34212,16079,2038,19991,2514,GDOH Media Release,
17-05-2021,20210517,114588,109387,3099,27035,9017,35757,16849,2131,21165,2634,0,25959,8433,34260,16129,2044,20042,2520,GDOH Media Release,
18-05-2021,20210518,114858,109553,3108,27056,9038,35828,16917,2137,21247,2635,0,25975,8451,34308,16174,2045,20076,2524,GDOH Media Release,
19-05-2021,20210519,115294,109634,3113,27096,9061,35985,17016,2145,21346,2645,0,25984,8458,34337,16194,2045,20089,2527,GDOH Media Release,
20-05-2021,20210520,115733,109700,3117,27136,9093,36127,17117,2154,21455,2651,0,25989,8464,34362,16211,2047,20100,2527,GDOH Media Release,
21-05-2021,20210521,116076,109985,3127,27171,9119,36226,17205,2155,21547,2653,0,26017,8490,34444,16282,2051,20171,2530,GDOH Media Release,
22-05-2021,20210522,116593,110361,3135,27231,9167,36383,17317,2161,21674,2660,0,26043,8517,34566,16377,2058,20269,2531,GDOH Media Release,
23-05-2021,20210523,116889,110677,3140,27258,9190,36495,17381,2166,21738,2661,0,26074,8533,34668,16450,2064,20355,2533,GDOH Media Release,
24-05-2021,20210524,117082,110964,3144,27271,9210,36547,17429,2168,21795,2662,0,26102,8554,34759,16525,2066,20426,2532,GDOH Media Release,
25-05-2021,20210525,117470,111282,3153,27307,9236,36672,17519,2172,21900,2664,0,26128,8590,34852,16585,2072,20517,2538,GDOH Media Release,
26-05-2021,20210526,118088,111478,3160,27380,9281,36881,17656,2182,22038,2670,0,26149,8602,34917,16623,2080,20569,2538,GDOH Media Release,
27-05-2021,20210527,118655,111575,3170,27429,9329,37086,17774,2189,22172,2676,0,26163,8608,34946,16649,2083,20589,2537,GDOH Media Release,
28-05-2021,20210528,119247,111992,3174,27498,9375,37224,17922,2198,22349,2681,0,26200,8639,35089,16744,2091,20683,2546,GDOH Media Release,
29-05-2021,20210529,119900,112406,3179,27550,9430,37452,18085,2206,22483,2694,0,26238,8663,35212,16849,2101,20789,2554,GDOH Media Release,
30-05-2021,20210530,120452,112826,3182,27632,9472,37647,18174,2215,22608,2704,0,26288,8695,35354,16936,2104,20892,2557,GDOH Media Release,
31-05-2021,20210531,120800,113245,3183,27701,9498,37740,18250,2219,22678,2714,0,26320,8736,35469,17048,2107,21006,2559,GDOH Media Release,
01-06-2021,20210601,121333,113641,3191,27757,9540,37878,18394,2227,22809,2728,0,26364,8768,35600,17129,2114,21102,2564,GDOH Media Release,
02-06-2021,20210602,122175,113868,3208,27881,9608,38153,18578,2236,22978,2741,0,26373,8794,35671,17192,2117,21157,2564,GDOH Media Release,
03-06-2021,20210603,122945,114032,3212,27995,9665,38364,18765,2249,23155,2752,0,26388,8804,35721,17234,2120,21200,2565,GDOH Media Release,
04-06-2021,20210604,123780,114616,3226,28113,9711,38606,18965,2256,23360,2769,0,26463,8850,35907,17362,2125,21341,2568,GDOH Media Release,
05-06-2021,20210605,124638,115206,3235,28232,9767,38861,19151,2269,23566,2792,0,26521,8894,36103,17485,2133,21495,2575,GDOH Media Release,
06-06-2021,20210606,125561,115834,3235,28371,9844,39151,19365,2276,23752,2802,0,26589,8935,36307,17616,2140,21664,2583,GDOH Media Release,
07-06-2021,20210607,126105,116492,3245,28428,9899,39326,19461,2278,23902,2811,0,26660,8987,36524,17769,2154,21808,2590,GDOH Media Release,
08-06-2021,20210608,126810,117148,3252,28496,9956,39528,19645,2288,24082,2815,0,26751,9048,36715,17927,2165,21935,2607,GDOH Media Release,
09-06-2021,20210609,128422,117424,3265,28692,10084,40066,20004,2309,24425,2842,0,26783,9065,36799,17992,2166,22005,2614,GDOH Media Release,
10-06-2021,20210610,130034,117669,3278,28937,10236,40583,20353,2334,24739,2852,0,26804,9076,36877,18058,2171,22066,2617,GDOH Media Release,
11-06-2021,20210611,131506,118641,3294,29173,10371,40974,20703,2361,25049,2875,0,26948,9170,37167,18249,2190,22280,2637,GDOH Media Release,
12-06-2021,20210612,133274,119389,3316,29458,10525,41484,21105,2396,25408,2898,0,27036,9215,37396,18450,2196,22452,2644,GDOH Media Release,
13-06-2021,20210613,134595,120298,3326,29694,10636,41838,21373,2422,25720,2912,0,27181,9283,37670,18658,2202,22640,2664,GDOH Media Release,
14-06-2021,20210614,135657,121252,3332,29888,10734,42127,21595,2443,25947,2923,0,27327,9335,37964,18862,2215,22863,2686,GDOH Media Release,
15-06-2021,20210615,137371,122263,3348,30032,10889,42656,21997,2488,26369,2940,0,27457,9418,38253,19099,2225,23108,2703,GDOH Media Release,
16-06-2021,20210616,139526,122714,3363,30379,11025,43291,22488,2523,26834,2986,0,27492,9460,38398,19186,2226,23246,2706,GDOH Media Release,
17-06-2021,20210617,141760,123080,3376,30689,11238,43925,22999,2585,27309,3015,0,27527,9492,38505,19275,2230,23341,2710,GDOH Media Release,
18-06-2021,20210618,144110,124796,3386,31093,11459,44551,23501,2636,27831,3039,0,27774,9628,39032,19655,2254,23720,2733,GDOH Media Release,
19-06-2021,20210619,146406,126507,3409,31502,11670,45225,24008,2672,28258,3071,0,27996,9773,39588,20032,2280,24084,2754,GDOH Media Release,
20-06-2021,20210620,148744,128196,3418,32014,11906,45873,24463,2713,28662,3113,0,28254,9935,40079,20404,2311,24437,2776,GDOH Media Release,
21-06-2021,20210621,150827,129937,3433,32455,12054,46522,24796,2778,29088,3134,0,28548,10090,40542,20795,2347,24816,2799,GDOH Media Release,
22-06-2021,20210622,153400,131905,3450,32750,12192,47517,25331,2794,29660,3156,0,28826,10257,41193,21184,2387,25241,2817,GDOH Media Release,
23-06-2021,20210623,156550,132910,3465,33308,12436,48432,26028,2871,30273,3202,0,28968,10343,41506,21405,2408,25457,2823,GDOH Media Release,
24-06-2021,20210624,159323,133591,3476,33936,12725,49102,26544,2939,30822,3255,0,29048,10387,41733,21571,2428,25596,2828,GDOH Media Release,
25-06-2021,20210625,162870,136655,3487,34632,12970,50045,27190,3088,31641,3304,0,29587,10608,42628,22212,2491,26240,2889,GDOH Media Release,
26-06-2021,20210626,165906,139376,3509,35183,13270,50825,27736,3186,32332,3374,0,30026,10853,43444,22785,2550,26790,2928,GDOH Media Release,
27-06-2021,20210627,168785,140593,3523,35917,13492,51536,28220,3277,32913,3430,0,30185,10982,43853,23046,2572,27021,2934,GDOH Media Release,
28-06-2021,20210628,171075,143936,3523,36516,13680,52071,28620,3343,33375,3470,0,30833,11271,44813,23726,2653,27654,2986,GDOH Media Release,
29-06-2021,20210629,173686,147179,3523,37061,13845,52774,29167,3434,33895,3510,0,31411,11524,45719,24387,2729,28388,3021,GDOH Media Release,
30-06-2021,20210630,176714,148600,3569,37664,14051,53743,29686,3495,34509,3566,0,31584,11632,46243,24682,2753,28671,3035,GDOH Media Release,
01-07-2021,20210701,180197,149506,3595,38590,14343,54545,30317,3566,35163,3673,0,31723,11699,46510,24896,2762,28873,3043,GDOH Media Release,
02-07-2021,20210702,184108,153762,3634,39479,14692,55522,31120,3645,35886,3764,0,32574,12066,47754,25734,2863,29642,3129,GDOH Media Release,
03-07-2021,20210703,188954,157610,3658,40597,15043,56739,32071,3804,36863,3837,0,33444,12401,48706,26423,2974,30480,3182,GDOH Media Release,
04-07-2021,20210704,191638,161078,3764,41187,15271,57628,32521,3876,37283,3872,0,34245,12662,49647,27065,3068,31159,3232,GDOH Media Release,
05-07-2021,20210705,194030,164537,3774,42086,15470,58107,32798,3953,37691,3925,0,35099,12923,50450,27637,3185,31950,3293,GDOH Media Release,
06-07-2021,20210706,196882,167744,3816,42676,15745,58812,34408,4074,38215,3952,0,35935,13157,51277,28158,3282,32570,3365,GDOH Media Release,
07-07-2021,20210707,199496,169131,3867,43355,15947,59555,33876,4151,38612,4000,0,36190,13261,51639,28455,3320,32873,3393,GDOH Media Release,
08-07-2021,20210708,202889,170034,3904,44274,16290,60372,34422,4234,39245,4052,0,36347,13339,51890,28664,3340,33058,3396,GDOH Media Release,
09-07-2021,20210709,205997,174501,3944,44907,16578,61065,35047,4331,39934,4135,0,37331,13679,53188,29441,3453,33904,3505,GDOH Media Release,
10-07-2021,20210710,208871,178272,4008,45711,16776,61788,35526,4441,40432,4197,0,38305,13971,54142,30066,3539,34643,3606,GDOH Media Release,
11-07-2021,20210711,211594,182079,4024,46372,16948,62561,35928,4514,40982,4289,0,39235,14285,55144,30771,3643,35324,3677,GDOH Media Release,
12-07-2021,20210712,213318,186538,4064,46729,17065,63190,36159,4586,41277,4312,0,40222,14622,56324,31677,3793,36162,3738,GDOH Media Release,
13-07-2021,20210713,214862,190061,4106,46970,17163,63672,36549,4626,41533,4349,0,41037,14958,57244,32321,3921,36773,3807,GDOH Media Release,
14-07-2021,20210714,217335,191530,4144,47529,17328,64472,36943,4730,41928,4405,0,41306,15093,57689,32642,3966,37016,3818,GDOH Media Release,
15-07-2021,20210715,219981,192473,4196,48036,17533,65276,37393,4820,42441,4482,0,41456,15151,57967,32821,3987,37268,3823,GDOH Media Release,
16-07-2021,20210716,221652,196815,4306,48398,17660,65708,37753,4882,42728,4523,0,42564,15497,59045,33570,4103,38108,3928,GDOH Media Release,
17-07-2021,20210717,223681,200097,4333,49049,17875,66197,38012,4951,43024,4573,0,43414,15781,59848,34095,4245,38712,4002,GDOH Media Release,
18-07-2021,20210718,225054,203351,4365,49461,17988,66529,38194,5031,43244,4607,0,44147,16018,60640,34738,4341,39394,4073,GDOH Media Release,
19-07-2021,20210719,225737,206048,4390,49530,18073,66711,38313,5069,43405,4636,0,44745,16226,61373,35250,4420,39891,4143,GDOH Media Release,
20-07-2021,20210720,226649,208724,4432,49700,18166,66905,38535,5121,43569,4653,0,45343,16438,62135,35714,4514,40374,4206,GDOH Media Release,
21-07-2021,20210721,228104,209813,4499,50150,18287,67321,38740,5170,43741,4695,0,45510,16502,62521,35948,4539,40564,4229,GDOH Media Release,
22-07-2021,20210722,228789,209854,4524,50277,18311,67536,38836,5223,43910,4696,0,45423,16451,62621,36002,4537,40612,4208,GDOH Media Release,
23-07-2021,20210723,229954,212831,4547,50521,18396,67811,39012,5291,44183,4740,0,46203,16670,63453,36448,4644,41103,4310,GDOH Media Release,
24-07-2021,20210724,231020,215091,4576,50732,18514,68070,39241,5312,44381,4770,0,46819,16887,63986,36869,4736,41430,4364,GDOH Media Release,
25-07-2021,20210725,231868,216801,4597,50926,18577,68295,39384,5342,44543,4801,0,47192,17040,64433,37184,4805,41735,4412,GDOH Media Release,
26-07-2021,20210726,232258,218465,4629,50974,18615,68411,39475,5353,44621,4809,0,47536,17168,64885,37474,4871,42063,4468,GDOH Media Release,
27-07-2021,20210727,232901,220045,4659,51089,18647,68633,39621,5365,44720,4826,0,47895,17308,65373,37694,4968,42311,4496,GDOH Media Release,
28-07-2021,20210728,234413,220616,4709,51392,18763,69026,39927,5414,45043,4848,0,48000,17357,65528,37811,4987,42432,4501,GDOH Media Release,
29-07-2021,20210729,235363,220955,4743,51598,18848,69323,40081,5445,45199,4869,0,48071,17383,65606,37897,4992,42498,4508,GDOH Media Release,
30-07-2021,20210730,236267,222806,4782,51797,18893,69602,40242,5459,45387,4887,0,48541,17561,66053,38177,5080,42834,4560,GDOH Media Release,
31-07-2021,20210731,237108,224090,4798,51973,18974,69792,40402,5484,45571,4912,0,48850,17669,66355,38421,5143,43055,4597,GDOH Media Release,
01-08-2021,20210801,237683,225212,4830,52124,19008,69945,40517,5506,45660,4923,0,49140,17758,66619,38594,5190,43277,4634,GDOH Media Release,
02-08-2021,20210802,237952,226154,4863,52151,19038,70026,40563,5513,45733,4928,0,49339,17856,66856,38772,5212,43458,4661,GDOH Media Release,
03-08-2021,20210803,238664,227141,4894,52252,19069,70289,40732,5523,45862,4937,0,49533,17917,67218,38937,5240,43615,4681,GDOH Media Release,
04-08-2021,20210804,239559,227520,4941,52451,19121,70522,40893,5575,46037,4960,0,49574,17952,67332,39039,5260,43679,4684,GDOH Media Release,
05-08-2021,20210805,240310,227744,4972,52624,19188,70723,41034,5605,46159,4977,0,49614,17966,67390,39090,5266,43732,4686,GDOH Media Release,
06-08-2021,20210806,241045,229355,5007,52764,19252,70923,41169,5626,46323,4988,0,49950,18090,67800,39425,5321,44049,4720,GDOH Media Release,
